Geneid	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
ENSG00000258966	0	6	0	0	0	0	0	0	0	0	0
ENSG00000258967	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258968	0	2	0	0	1	2	1	2	0	4	0
ENSG00000258969	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258970	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258971	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258972	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258973	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258975	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258976	0	0	2	9	0	0	0	0	0	0	0
ENSG00000258977	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258978	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258979	0	4	0	0	4	0	6	39	4	0	55
ENSG00000258980	0	0	0	0	0	0	0	0	0	0	4
ENSG00000258981	0	0	0	0	0	3	2	0	0	4	2
ENSG00000258982	0	2	2	6	5	3	4	6	5	1	2
ENSG00000258983	0	2	0	6	2	4	15	35	16	0	38
ENSG00000258984	2	9	0	3	10	2	0	5	0	2	0
ENSG00000258985	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258986	0	0	0	0	0	2	0	0	0	0	0
ENSG00000258987	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258988	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258989	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258990	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258991	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258992	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258993	0	0	2	0	0	0	0	0	0	0	0
ENSG00000258994	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258995	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258996	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258997	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258998	0	2	0	0	2	10	2	2	0	0	2
ENSG00000259000	0	0	0	2	0	0	0	0	2	0	0
ENSG00000259001	0	0	0	0	1	0	0	0	0	1	0
ENSG00000259002	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259003	2	0	0	0	0	0	0	0	0	0	0
ENSG00000259004	4	0	4	9	0	2	4	2	4	0	0
ENSG00000259005	0	0	0	10	2	0	0	0	0	0	0
ENSG00000259006	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259007	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259008	0	2	0	0	0	0	0	0	0	0	0
ENSG00000259009	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259010	2	8	0	2	2	0	0	0	6	0	0
ENSG00000259011	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259012	0	6	0	0	0	0	0	0	0	0	0
ENSG00000259013	0	0	0	0	0	0	0	0	0	4	0
ENSG00000259015	12	11	3	3	22	63	33	63	52	17	15
ENSG00000259016	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259017	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259018	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259019	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259020	2	0	2	0	4	4	0	2	2	4	2
ENSG00000259021	0	0	0	0	0	0	0	4	0	0	0
ENSG00000259022	0	2	2	2	0	2	2	0	0	2	0
ENSG00000259023	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259024	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259025	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259026	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259028	0	0	0	0	0	0	0	1	0	0	0
ENSG00000259029	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259030	48	16	4	8	14	88	140	174	55	0	149
ENSG00000259031	0	0	0	2	0	0	0	0	0	0	2
ENSG00000259032	6	10	0	10	16	2	2	6	4	2	14
ENSG00000259033	32	28	0	3	32	16	18	50	12	0	28
ENSG00000259035	0	0	0	0	2	0	0	0	0	0	0
ENSG00000259036	1	0	0	0	4	0	0	0	0	0	0
ENSG00000259037	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259038	59	22	15	105	106	59	61	138	241	529	98
ENSG00000259039	1	4	0	0	1	4	4	2	0	1	10
ENSG00000259040	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259041	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259042	0	0	0	6	2	0	0	0	8	0	0
ENSG00000259043	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259044	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259045	2	70	2	64	32	4	12	4	10	48	52
ENSG00000259046	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259047	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259048	6	0	0	0	1	0	2	2	8	0	15
ENSG00000259049	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259050	0	16	0	4	0	2	1	16	0	2	0
ENSG00000259051	7	2	1	8	12	0	2	8	4	4	2
ENSG00000259052	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259053	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259054	28	1	0	5	9	17	6	9	7	11	5
ENSG00000259055	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259056	0	0	0	2	4	5	3	4	10	6	14
ENSG00000259057	0	0	0	0	0	0	0	0	0	2	0
ENSG00000259058	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259059	0	0	0	2	4	4	2	1	0	0	0
ENSG00000259060	4	0	0	0	0	0	0	0	0	0	0
ENSG00000259061	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259062	25	2	16	23	2	88	24	44	8	24	5
ENSG00000259064	10	2	0	0	1	2	2	5	0	3	0
ENSG00000259065	65	29	23	65	217	137	94	237	136	360	71
ENSG00000259066	6	0	18	7	6	1	1	2	0	1	3
ENSG00000259067	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259068	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259069	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259070	64	52	49	96	75	101	65	182	104	61	97
ENSG00000259071	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259072	0	32	4	4	18	0	2	0	11	0	0
ENSG00000259073	0	0	0	0	14	4	2	8	0	0	0
ENSG00000259074	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259075	12	13	12	4	10	4	5	4	2	13	14
ENSG00000259076	5	0	0	0	0	2	1	4	0	12	3
ENSG00000259077	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259078	0	0	0	3	0	2	0	0	2	0	0
ENSG00000259079	6	0	0	4	4	6	1	1	0	0	4
ENSG00000259080	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259081	12	0	0	7	0	43	14	19	14	1	6
ENSG00000259082	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259083	6	8	0	9	2	2	8	3	7	0	2
ENSG00000259084	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259086	0	0	0	0	0	0	2	2	0	0	0
ENSG00000259087	56	6	0	136	46	12	50	147	63	66	140
ENSG00000259088	12	0	3	14	25	14	15	25	18	10	24
ENSG00000259089	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259090	6	2	0	0	0	2	0	0	0	4	0
ENSG00000259091	2	0	0	2	4	2	0	2	0	0	8
ENSG00000259092	0	0	0	0	0	0	0	4	2	0	0
ENSG00000259093	4	4	2	2	8	1	0	2	4	6	0
ENSG00000259094	2	0	2	30	0	0	0	0	0	0	0
ENSG00000259095	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259096	0	2	0	0	1	2	6	6	0	0	4
ENSG00000259097	0	0	0	0	0	0	0	0	2	0	0
ENSG00000259098	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259099	0	4	0	0	0	0	0	0	2	0	0
ENSG00000259100	6	3	2	4	14	2	4	6	5	0	4
ENSG00000259102	0	0	0	6	0	0	0	0	0	0	0
ENSG00000259103	2	4	0	2	0	4	0	3	0	2	5
ENSG00000259104	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259105	4	2	0	0	2	0	0	0	0	0	0
ENSG00000259106	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259107	0	0	0	2	0	0	0	0	0	0	0
ENSG00000259108	0	0	0	0	1	0	0	3	0	0	0
ENSG00000259109	0	0	0	0	0	0	0	0	0	4	0
ENSG00000259110	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259111	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259112	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259113	1	0	0	1	8	5	7	3	1	10	2
ENSG00000259115	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259116	4	9	0	1	0	3	0	2	2	0	4
ENSG00000259117	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259118	16	7	6	2	3	11	1	10	6	1	1
ENSG00000259119	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259120	158	112	64	222	633	824	112	260	272	1332	18
ENSG00000259121	0	0	0	2	1	1	3	0	2	2	3
ENSG00000259122	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259123	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259124	0	0	0	0	4	0	0	3	0	0	0
ENSG00000259125	0	0	0	0	0	2	0	0	7	4	2
ENSG00000259126	0	0	0	0	0	0	0	0	0	0	6
ENSG00000259129	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259130	4	17	2	4	16	4	0	5	2	0	2
ENSG00000259132	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259133	2	4	0	0	14	28	0	0	5	0	0
ENSG00000259134	0	7	0	2	4	0	1	4	6	0	0
ENSG00000259135	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259136	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259137	9	6	2	4	10	6	12	8	4	2	6
ENSG00000259138	3	0	0	2	2	0	0	0	0	2	2
ENSG00000259140	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259142	0	0	0	0	0	2	0	0	0	0	0
ENSG00000259143	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259144	0	4	0	2	0	4	0	0	0	0	0
ENSG00000259146	228	126	23	172	276	220	270	711	457	662	397
ENSG00000259148	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259149	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259150	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259151	9	6	30	6	16	19	4	3	2	2	5
ENSG00000259152	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259153	388	825	749	588	354	381	293	459	364	333	333
ENSG00000259154	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259155	0	0	0	0	0	2	0	0	0	0	0
ENSG00000259156	0	0	0	0	3	0	0	0	0	0	0
ENSG00000259157	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259158	54	110	24	40	56	48	75	156	99	66	34
ENSG00000259160	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259161	0	0	0	0	2	2	1	0	0	0	0
ENSG00000259162	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259163	9	0	0	0	1	2	11	1	3	15	1
ENSG00000259164	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259165	0	2	0	2	2	14	2	5	6	0	3
ENSG00000259166	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259167	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259168	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259169	0	0	0	1	4	1	0	0	0	0	0
ENSG00000259170	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259171	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259172	15	4	8	2	4	18	14	17	28	21	16
ENSG00000259173	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259175	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259177	4	0	0	0	6	3	0	3	0	0	0
ENSG00000259178	8	12	5	0	0	6	0	0	0	2	0
ENSG00000259179	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259180	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259181	2	0	0	0	0	3	1	4	1	0	3
ENSG00000259182	22	0	12	59	7	7	0	3	0	0	0
ENSG00000259183	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259185	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259186	0	0	4	4	0	0	0	3	0	0	0
ENSG00000259187	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259188	8	0	3	2	18	6	2	2	5	10	0
ENSG00000259191	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259192	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259194	0	0	0	0	1	0	0	0	0	0	0
ENSG00000259195	2	54	5	2	26	0	4	5	2	0	0
ENSG00000259196	3	4	0	0	0	0	0	0	0	0	0
ENSG00000259198	2	2	8	0	4	0	0	6	0	0	2
ENSG00000259199	0	4	0	0	7	0	0	0	0	0	4
ENSG00000259200	0	4	0	0	3	0	5	12	0	3	0
ENSG00000259201	0	1	6	0	2	0	0	0	0	1	0
ENSG00000259202	0	0	0	0	0	1	2	0	3	0	0
ENSG00000259203	0	3	0	0	0	0	0	0	0	0	0
ENSG00000259204	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259205	7	5	8	4	3	0	0	0	4	0	2
ENSG00000259207	62	96	731	413	196	2	0	12	4	28	0
ENSG00000259208	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259209	52	16	0	8	93	31	73	158	57	28	35
ENSG00000259211	0	0	0	0	0	2	0	0	0	0	0
ENSG00000259212	4	1	4	14	4	23	10	16	9	2	2
ENSG00000259213	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259214	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259215	0	20	0	0	0	2	2	1	1	1	0
ENSG00000259216	4	0	0	0	1	1	4	8	0	0	0
ENSG00000259217	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259218	0	3	0	0	0	0	0	0	4	0	0
ENSG00000259219	0	0	0	2	0	4	0	0	0	0	0
ENSG00000259221	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259222	0	0	0	0	0	0	2	2	2	2	0
ENSG00000259223	0	0	0	0	6	0	0	0	0	0	0
ENSG00000259224	0	0	0	0	4	0	2	1	0	2	4
ENSG00000259225	1253	281	58	708	1632	2453	2387	4422	3569	2429	2329
ENSG00000259227	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259228	0	0	0	0	0	2	2	0	4	0	0
ENSG00000259229	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259230	64	57	34	62	53	76	38	64	97	155	90
ENSG00000259231	0	0	0	2	0	0	0	0	0	0	0
ENSG00000259232	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259234	0	0	0	0	0	2	0	0	0	0	0
ENSG00000259235	20	0	25	8	0	0	0	0	0	0	4
ENSG00000259236	0	0	0	1	0	2	0	14	3	8	0
ENSG00000259237	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259238	20	12	13	37	0	13	6	4	0	18	0
ENSG00000259239	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259240	2	0	0	0	0	0	0	5	0	0	0
ENSG00000259241	0	2	0	0	7	0	0	2	0	0	0
ENSG00000259242	0	18	0	0	4	0	0	4	4	0	0
ENSG00000259244	0	3	1	0	0	0	0	0	0	0	0
ENSG00000259245	6	2	0	2	14	1	1	3	2	18	0
ENSG00000259246	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259247	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259248	86	22	24	72	51	51	92	152	112	77	78
ENSG00000259250	113	58	44	58	73	50	36	65	50	18	44
ENSG00000259251	132	20	14	98	232	68	160	208	229	367	120
ENSG00000259252	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259254	0	1	0	0	0	0	0	1	0	0	0
ENSG00000259255	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259256	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259257	6	0	0	0	4	0	0	0	0	0	0
ENSG00000259258	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259259	0	2	0	0	0	0	0	0	0	0	0
ENSG00000259261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259262	2	0	0	0	18	2	0	12	8	14	2
ENSG00000259265	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259266	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259267	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259268	32	0	4	9	2	8	4	0	6	0	2
ENSG00000259269	0	0	0	0	4	6	1	3	4	4	2
ENSG00000259270	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259271	6	0	0	0	1	0	0	0	0	0	0
ENSG00000259273	0	0	4	0	0	2	0	2	6	0	0
ENSG00000259274	0	0	0	0	0	1	0	2	3	2	0
ENSG00000259275	139	60	25	76	66	77	127	263	191	99	168
ENSG00000259276	4	0	0	0	0	0	0	0	0	0	2
ENSG00000259277	0	6	0	0	2	0	0	0	0	0	0
ENSG00000259278	10	7	3	1	17	0	0	6	0	0	0
ENSG00000259280	4	0	0	0	2	0	1	4	10	6	0
ENSG00000259281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259282	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259283	6	0	0	0	1	0	4	2	3	0	3
ENSG00000259284	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259285	0	0	2	0	0	0	0	0	0	2	0
ENSG00000259286	0	4	6	0	10	0	0	0	4	0	0
ENSG00000259287	1	6	0	3	6	5	0	6	6	12	8
ENSG00000259288	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259289	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259290	0	0	0	0	0	0	0	2	0	0	0
ENSG00000259291	247	75	155	211	278	1392	331	684	471	824	313
ENSG00000259293	42	16	107	60	0	10	2	0	0	4	0
ENSG00000259294	0	0	0	2	8	0	0	0	0	2	0
ENSG00000259295	43	4	3	195	78	229	120	94	170	181	46
ENSG00000259296	2	0	0	0	0	0	2	0	0	0	2
ENSG00000259299	0	0	0	0	0	0	0	0	0	2	0
ENSG00000259300	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259301	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259302	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259303	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259304	0	0	6	0	4	0	0	4	12	0	0
ENSG00000259305	50	37	27	22	20	48	43	48	56	27	28
ENSG00000259306	10	2	0	6	17	7	6	7	0	0	3
ENSG00000259307	0	0	0	0	2	0	2	0	0	0	0
ENSG00000259308	3	0	0	0	0	8	4	2	2	2	12
ENSG00000259309	0	0	15	7	0	0	0	0	0	0	0
ENSG00000259312	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259314	1	0	0	0	0	5	11	8	22	3	8
ENSG00000259315	13	18	4	11	23	40	28	48	56	45	20
ENSG00000259316	0	0	0	0	3	4	1	4	3	0	0
ENSG00000259317	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259318	1	0	0	0	0	2	0	0	4	0	0
ENSG00000259319	216	54	24	102	54	196	288	428	361	196	322
ENSG00000259320	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259321	38	28	3	13	16	27	20	33	51	19	31
ENSG00000259322	0	0	1	0	0	11	2	6	2	0	5
ENSG00000259324	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259326	22	0	0	8	14	5	4	33	4	6	27
ENSG00000259327	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259330	1744	704	1992	1781	660	1176	1050	1494	780	436	886
ENSG00000259331	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259332	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259333	1	0	0	0	0	0	0	0	0	0	0
ENSG00000259334	0	0	0	0	0	0	0	2	0	0	2
ENSG00000259335	2	10	0	0	0	0	0	0	0	1	6
ENSG00000259336	17	2	0	0	0	10	18	16	0	0	16
ENSG00000259337	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259338	2	0	0	0	0	0	2	1	0	0	0
ENSG00000259339	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259340	2	0	0	0	0	0	0	0	0	0	0
ENSG00000259341	26	92	59	67	22	38	5	47	55	63	30
ENSG00000259342	49	28	117	64	24	11	5	18	13	7	2
ENSG00000259343	83	12	2	69	51	15	41	143	76	84	75
ENSG00000259345	75	16	5	26	73	28	57	156	49	39	62
ENSG00000259346	0	0	2	0	0	0	0	0	0	0	0
ENSG00000259347	0	12	4	4	2	17	12	18	13	23	5
ENSG00000259349	46	26	8	10	34	24	22	44	34	16	16
ENSG00000259350	0	1	0	0	0	0	0	0	0	0	0
ENSG00000259351	0	8	0	1	0	2	3	0	2	0	0
ENSG00000259352	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259353	4	0	6	0	0	2	1	2	0	0	0
ENSG00000259354	29	48	127	104	25	10	0	8	18	33	6
ENSG00000259356	0	0	0	0	2	2	0	0	0	0	5
ENSG00000259357	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259358	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259359	36	2	0	8	41	56	54	52	66	115	38
ENSG00000259360	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259361	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259362	16	2	0	16	12	8	6	2	16	10	8
ENSG00000259363	20	12	2	8	24	4	8	26	21	8	10
ENSG00000259364	0	0	0	4	0	6	7	2	1	8	0
ENSG00000259365	0	0	0	4	0	0	0	0	0	0	0
ENSG00000259366	14	20	15	13	33	18	8	14	28	24	4
ENSG00000259367	2	0	0	0	1	0	0	0	0	2	0
ENSG00000259368	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259369	0	0	0	0	4	0	0	0	0	0	0
ENSG00000259370	0	16	0	0	6	0	2	2	0	0	2
ENSG00000259371	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259374	30	62	109	64	10	8	1	0	10	6	0
ENSG00000259375	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259376	28	3	6	24	5	2	3	4	2	1	0
ENSG00000259377	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259378	0	8	0	0	6	4	4	6	8	0	2
ENSG00000259379	25	9	34	67	12	16	0	0	0	0	0
ENSG00000259380	0	3	0	0	0	0	0	0	0	0	8
ENSG00000259381	6	0	0	0	0	0	0	3	2	0	2
ENSG00000259383	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259384	0	0	0	2	0	0	0	0	0	0	0
ENSG00000259385	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259388	4	0	2	8	0	0	2	0	0	0	0
ENSG00000259389	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259390	8	0	0	0	0	0	2	3	8	0	0
ENSG00000259392	6	15	0	0	0	1	4	6	20	6	0
ENSG00000259393	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259394	2	0	2	2	0	2	0	2	2	0	2
ENSG00000259395	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259396	0	2	0	0	5	0	0	0	0	0	0
ENSG00000259397	8	12	0	2	8	10	19	14	8	12	0
ENSG00000259398	12	27	7	9	39	5	2	13	23	10	3
ENSG00000259399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259402	0	0	0	0	0	0	0	4	0	0	0
ENSG00000259403	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259404	8	6	0	2	18	18	7	36	6	46	34
ENSG00000259405	0	4	0	4	3	6	14	10	12	6	2
ENSG00000259407	8	2	0	2	16	11	3	19	15	2	12
ENSG00000259408	7	5	0	5	9	5	2	5	12	5	9
ENSG00000259409	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259410	0	0	0	0	0	0	0	0	1	0	0
ENSG00000259411	0	2	0	0	0	2	0	0	0	0	0
ENSG00000259413	0	4	0	0	1	0	0	0	0	0	2
ENSG00000259414	0	0	0	1	0	0	0	0	0	0	0
ENSG00000259415	0	0	0	0	2	0	0	0	0	0	0
ENSG00000259416	0	0	0	4	0	1	2	10	2	0	3
ENSG00000259417	2	2	4	2	12	8	0	2	4	2	6
ENSG00000259418	0	0	0	10	2	9	2	0	8	1	0
ENSG00000259419	2	10	0	0	0	0	0	1	0	0	0
ENSG00000259420	186	12	6	87	86	66	112	149	199	158	162
ENSG00000259421	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259422	8	0	0	4	0	25	6	2	19	1	6
ENSG00000259423	0	0	0	0	3	0	1	6	0	0	0
ENSG00000259424	14	10	10	11	4	4	11	11	4	2	12
ENSG00000259425	2	0	0	0	0	0	0	0	0	0	0
ENSG00000259426	288	65	2	206	518	223	291	672	701	945	316
ENSG00000259427	0	0	0	4	0	0	0	0	0	0	0
ENSG00000259428	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259429	38	54	14	50	76	63	59	112	80	91	63
ENSG00000259430	66	27	2	22	84	42	24	36	34	16	76
ENSG00000259431	99	35	46	87	51	18	32	92	55	95	106
ENSG00000259432	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259433	0	0	0	0	0	1	0	0	0	0	0
ENSG00000259434	0	7	0	0	0	0	0	0	0	0	0
ENSG00000259435	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259436	4	0	22	8	0	6	2	2	0	2	4
ENSG00000259437	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259438	0	0	6	7	0	0	0	0	0	0	0
ENSG00000259439	1689	630	190	770	1743	1300	727	1304	2808	1403	986
ENSG00000259440	0	0	0	0	2	0	0	2	4	0	0
ENSG00000259441	0	0	0	0	0	0	0	3	0	0	0
ENSG00000259442	0	0	0	0	0	0	0	3	0	0	0
ENSG00000259443	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259444	1	0	0	0	2	0	0	0	0	0	1
ENSG00000259446	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259447	0	0	4	0	0	2	0	6	0	0	1
ENSG00000259448	75	32	50	65	24	38	26	51	51	96	24
ENSG00000259449	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259452	0	10	1	0	4	0	0	0	5	0	0
ENSG00000259453	0	0	0	0	0	0	2	4	0	0	0
ENSG00000259454	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259456	258	74	19	91	124	126	130	190	187	103	190
ENSG00000259457	1	0	0	0	0	0	0	0	0	0	0
ENSG00000259458	0	0	0	0	0	0	0	4	0	0	0
ENSG00000259459	396	250	134	95	191	913	542	1004	275	62	892
ENSG00000259460	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259461	0	19	4	0	26	0	3	0	2	0	0
ENSG00000259462	9	2	0	4	25	23	29	78	58	56	8
ENSG00000259463	2	23	0	12	6	2	2	19	12	4	4
ENSG00000259464	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259465	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259466	0	0	0	0	0	0	0	0	0	0	6
ENSG00000259467	0	2	2	6	4	0	4	5	0	2	0
ENSG00000259468	0	0	0	0	0	0	1	0	1	0	0
ENSG00000259469	0	16	9	6	1	14	16	31	4	4	4
ENSG00000259470	0	4	0	2	6	0	4	4	4	10	2
ENSG00000259471	0	4	0	0	0	0	0	0	2	0	0
ENSG00000259473	0	0	24	31	4	1	2	0	0	0	0
ENSG00000259474	0	0	0	4	0	2	0	0	0	0	0
ENSG00000259475	0	14	2	9	2	2	0	2	2	4	2
ENSG00000259476	8	1	13	21	0	4	0	0	0	0	0
ENSG00000259477	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259478	0	2	0	0	0	0	0	0	0	0	0
