Geneid	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
ENSG00000258448	0	32	0	0	13	2	0	4	2	2	0
ENSG00000258449	86	32	4	53	27	157	204	605	94	13	169
ENSG00000258450	0	0	0	0	0	1	0	2	6	0	0
ENSG00000258451	2	5	0	0	0	2	3	5	1	1	1
ENSG00000258452	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258453	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258454	3	0	0	18	4	5	7	13	4	7	6
ENSG00000258455	15	2	1	8	12	26	10	5	19	48	23
ENSG00000258456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258457	19	5	0	3	29	10	10	19	13	31	5
ENSG00000258458	41	26	3	37	59	57	34	65	73	71	46
ENSG00000258459	5	4	0	0	4	9	4	6	0	2	2
ENSG00000258460	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258461	1	12	2	2	2	3	0	4	5	2	2
ENSG00000258462	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258463	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258464	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258465	0	0	0	0	1	0	0	0	0	0	0
ENSG00000258466	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258467	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258468	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258469	120	182	209	273	30	70	17	18	61	48	8
ENSG00000258471	25	30	55	18	10	7	0	7	18	8	2
ENSG00000258472	0	0	0	0	0	0	0	0	1	8	0
ENSG00000258473	15	0	4	40	24	8	8	17	19	63	18
ENSG00000258474	66	34	22	22	21	57	69	93	38	19	15
ENSG00000258476	256	119	698	467	39	29	20	89	20	48	1
ENSG00000258477	0	10	1	0	4	2	8	7	4	13	9
ENSG00000258478	2	4	0	16	6	2	28	9	4	12	9
ENSG00000258479	42	21	12	4	28	34	15	18	21	6	21
ENSG00000258481	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258482	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258483	0	0	4	0	0	0	0	0	0	0	0
ENSG00000258484	90	52	2	62	42	18	153	8	80	38	46
ENSG00000258485	1	6	0	0	2	0	0	0	0	0	0
ENSG00000258487	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258488	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258489	0	13	0	0	2	0	0	3	0	0	0
ENSG00000258490	0	18	0	0	15	5	6	8	0	8	0
ENSG00000258491	2	0	2	0	0	0	0	0	0	0	0
ENSG00000258493	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258494	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258496	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258497	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258498	2	2	2	0	0	0	0	4	0	0	0
ENSG00000258499	10	0	0	15	0	4	0	0	0	0	0
ENSG00000258500	0	14	2	8	40	11	23	14	35	52	4
ENSG00000258501	0	0	0	0	0	0	0	0	2	0	0
ENSG00000258502	4	0	0	0	0	1	0	0	0	0	2
ENSG00000258503	0	0	0	0	1	2	0	0	0	0	0
ENSG00000258504	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258505	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258506	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258507	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258509	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258510	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258511	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258512	62	40	249	160	46	61	33	90	44	69	54
ENSG00000258513	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258515	0	0	0	0	0	6	1	4	0	0	1
ENSG00000258516	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258517	0	8	0	0	2	0	0	0	0	0	0
ENSG00000258519	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258520	6	0	0	2	0	0	1	4	2	5	0
ENSG00000258521	0	0	0	0	0	2	0	0	0	3	0
ENSG00000258524	0	0	3	0	2	0	0	0	1	0	2
ENSG00000258525	9	19	1	10	8	1	4	8	1	0	0
ENSG00000258526	60	76	46	42	43	41	43	54	30	22	18
ENSG00000258527	7	3	6	2	0	2	0	0	0	6	2
ENSG00000258529	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258531	0	0	1	5	1	2	0	0	0	2	0
ENSG00000258532	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258534	2	0	0	3	0	1	0	3	2	4	4
ENSG00000258535	0	0	4	2	6	0	0	2	0	0	0
ENSG00000258536	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258537	0	12	0	2	2	0	0	6	0	0	0
ENSG00000258538	0	0	0	4	0	0	0	0	0	0	0
ENSG00000258539	0	2	6	14	2	7	11	28	14	9	25
ENSG00000258540	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258541	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258542	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258544	0	0	0	0	0	0	2	0	0	0	0
ENSG00000258545	44	103	24	48	117	100	104	106	122	102	25
ENSG00000258546	2	0	0	8	4	4	0	28	18	2	2
ENSG00000258548	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258549	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258550	0	0	0	0	0	0	2	0	0	0	0
ENSG00000258551	71	35	21	62	137	214	81	332	344	590	533
ENSG00000258552	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258553	2	11	2	2	3	8	3	24	13	21	27
ENSG00000258554	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258555	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258556	0	2	4	0	0	2	0	0	0	0	0
ENSG00000258557	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258558	10	5	0	6	0	4	7	12	0	0	0
ENSG00000258559	3	0	13	6	11	7	0	0	2	0	0
ENSG00000258560	19	2	0	6	9	16	9	28	19	33	12
ENSG00000258561	19	16	2	11	26	36	30	80	69	32	50
ENSG00000258562	0	0	0	0	1	1	2	7	2	0	0
ENSG00000258563	0	0	6	0	0	0	0	0	0	0	0
ENSG00000258564	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258565	0	0	4	4	0	0	0	2	0	4	0
ENSG00000258566	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258567	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258568	4	1	0	4	0	0	3	2	4	0	4
ENSG00000258569	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258570	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258571	0	0	6	5	0	4	0	0	0	0	2
ENSG00000258572	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258573	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258576	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258577	4	0	0	0	2	0	2	4	0	0	0
ENSG00000258578	0	4	0	0	0	0	0	0	0	0	0
ENSG00000258580	2	0	0	11	6	1	0	6	0	2	0
ENSG00000258581	8	4	16	15	8	10	10	2	0	16	4
ENSG00000258583	0	4	2	0	7	0	0	1	0	0	0
ENSG00000258584	127	64	2	50	63	96	123	356	147	150	83
ENSG00000258585	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258586	10	0	2	12	8	12	34	20	0	10	12
ENSG00000258587	6	0	0	0	2	2	0	0	2	2	0
ENSG00000258588	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258590	10	12	0	2	2	0	1	0	0	0	0
ENSG00000258591	52	19	0	18	44	18	31	49	60	33	16
ENSG00000258592	139	50	10	43	237	55	129	348	375	94	117
ENSG00000258593	6	0	0	0	1	10	4	8	20	24	0
ENSG00000258594	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258595	0	0	0	0	2	0	0	0	0	0	0
ENSG00000258597	8	7	84	145	2	14	0	0	0	2	1
ENSG00000258598	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258599	3	9	0	0	0	4	0	17	4	2	4
ENSG00000258600	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258601	0	6	0	81	101	46	2	4	8	0	0
ENSG00000258602	2	14	12	12	3	4	1	0	4	11	1
ENSG00000258603	2	0	0	0	8	1	0	7	3	0	2
ENSG00000258604	3	13	26	29	10	8	6	8	14	8	5
ENSG00000258605	34	25	0	17	41	7	35	17	38	76	18
ENSG00000258608	7	6	0	2	6	2	12	8	4	16	4
ENSG00000258609	2	14	0	2	0	0	4	0	0	0	3
ENSG00000258610	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258611	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258613	13	12	4	1	27	17	13	15	20	35	5
ENSG00000258615	6	0	4	7	0	6	4	1	3	3	2
ENSG00000258616	46	55	216	270	8	75	36	25	46	6	6
ENSG00000258618	0	2	0	0	0	0	0	0	0	0	0
ENSG00000258619	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258620	4	0	20	0	0	0	0	4	2	0	0
ENSG00000258622	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258623	14	8	130	61	34	15	6	39	49	45	8
ENSG00000258624	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258625	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258626	4	0	0	0	5	0	1	4	0	3	0
ENSG00000258627	0	1	0	0	0	0	0	0	0	0	0
ENSG00000258628	0	11	0	3	1	2	4	1	0	0	0
ENSG00000258629	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258630	43	0	6	6	29	120	39	91	103	120	52
ENSG00000258631	0	0	0	0	0	0	0	0	1	0	1
ENSG00000258632	1	6	0	0	0	6	2	0	0	0	0
ENSG00000258633	0	8	0	0	0	0	2	4	0	0	2
ENSG00000258634	168	153	82	221	241	281	108	343	242	235	180
ENSG00000258636	0	0	0	0	0	0	0	0	0	0	2
ENSG00000258637	0	0	0	4	0	0	0	0	1	0	0
ENSG00000258638	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258639	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258640	0	0	0	2	0	2	0	0	0	2	0
ENSG00000258641	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258642	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258643	4	0	1	7	8	10	10	19	1	5	3
ENSG00000258644	6	0	0	1	11	0	2	3	1	1	2
ENSG00000258645	11	8	0	12	22	2	5	6	20	15	2
ENSG00000258646	9	0	0	0	6	6	8	2	18	3	5
ENSG00000258647	41	10	2	28	174	28	8	115	72	222	34
ENSG00000258648	0	2	0	0	0	4	4	0	2	2	0
ENSG00000258649	1	0	0	0	0	1	0	0	0	0	0
ENSG00000258650	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258651	0	0	0	2	3	1	1	0	0	2	0
ENSG00000258653	0	0	4	2	0	6	0	0	0	4	0
ENSG00000258654	0	2	0	0	0	0	0	0	8	0	0
ENSG00000258655	224	289	252	156	133	99	146	257	186	125	163
ENSG00000258656	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258657	1	20	0	1	15	3	2	16	31	2	0
ENSG00000258658	0	0	0	0	0	6	0	2	0	1	0
ENSG00000258659	3	7	0	3	5	9	0	16	12	30	9
ENSG00000258660	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258661	96	30	14	72	66	44	26	74	53	146	36
ENSG00000258662	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258663	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258665	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258666	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258667	309	318	1124	363	114	38	3	28	42	80	12
ENSG00000258668	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258670	37	6	0	14	14	90	42	119	34	14	26
ENSG00000258671	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258672	0	0	0	0	0	0	1	2	0	0	0
ENSG00000258673	1	14	0	0	17	1	0	0	0	0	0
ENSG00000258674	7	6	4	0	2	4	0	0	1	4	2
ENSG00000258675	2	20	0	0	0	0	0	0	0	0	0
ENSG00000258676	0	0	0	2	0	0	0	2	2	4	0
ENSG00000258677	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258678	0	0	0	0	0	4	0	0	0	0	0
ENSG00000258679	0	2	0	2	6	2	0	0	10	2	4
ENSG00000258680	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258681	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258682	9	1	8	26	6	11	3	11	6	6	12
ENSG00000258683	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258684	0	0	14	0	0	0	0	2	0	0	0
ENSG00000258685	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258687	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258689	85	159	96	128	59	70	51	95	146	101	51
ENSG00000258690	8	0	0	0	0	19	18	25	19	8	29
ENSG00000258691	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258692	8	38	0	3	2	6	10	13	36	0	7
ENSG00000258693	0	2	0	0	0	0	0	0	6	0	1
ENSG00000258694	0	0	0	12	9	0	0	8	6	20	2
ENSG00000258695	0	0	0	0	0	0	1	2	0	0	0
ENSG00000258696	1	0	0	5	2	5	5	9	20	0	25
ENSG00000258698	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258699	55	22	0	108	174	44	211	453	250	491	142
ENSG00000258700	32	8	4	2	2	53	65	126	48	8	20
ENSG00000258701	36	5	2	22	56	7	6	22	63	52	7
ENSG00000258702	12	18	0	12	48	0	8	74	46	28	62
ENSG00000258703	0	0	0	0	0	0	2	2	0	0	6
ENSG00000258704	67	41	41	53	36	50	43	43	55	90	45
ENSG00000258705	0	8	0	0	0	0	0	1	1	0	4
ENSG00000258706	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258707	0	2	0	2	0	0	2	0	0	0	0
ENSG00000258708	235	86	7	139	170	217	314	529	314	100	311
ENSG00000258710	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258711	0	5	10	2	0	2	0	0	16	0	0
ENSG00000258712	0	0	0	2	1	0	1	1	0	1	0
ENSG00000258713	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258716	0	0	0	0	0	0	2	0	0	2	0
ENSG00000258717	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258718	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258719	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258721	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258722	2	6	0	0	2	0	0	0	0	0	0
ENSG00000258723	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258724	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258725	18	14	4	24	8	51	20	37	10	4	8
ENSG00000258726	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258727	13	0	0	20	11	10	6	17	0	7	12
ENSG00000258728	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258729	4	6	0	0	0	0	0	0	0	0	2
ENSG00000258730	2	22	2	4	14	6	0	0	0	0	4
ENSG00000258731	0	10	2	0	0	4	0	8	2	0	0
ENSG00000258732	2	0	4	0	0	0	0	1	0	0	1
ENSG00000258733	31	36	3	45	5	31	31	22	89	14	8
ENSG00000258734	0	0	0	0	2	0	0	0	0	0	0
ENSG00000258735	0	3	4	8	4	4	2	10	14	21	3
ENSG00000258736	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258737	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258738	554	314	128	539	242	271	347	559	475	214	344
ENSG00000258739	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258740	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258741	31	7	4	14	48	3	2	23	16	42	18
ENSG00000258742	0	0	0	2	0	4	6	3	8	10	12
ENSG00000258743	2	2	0	10	17	0	0	0	4	0	5
ENSG00000258744	81	60	14	77	131	68	82	203	165	126	136
ENSG00000258745	0	0	5	6	0	0	0	0	0	0	0
ENSG00000258746	0	0	0	0	2	0	0	6	0	0	0
ENSG00000258747	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258748	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258749	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258750	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258751	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258752	6653	1384	414	4585	17259	16143	17435	13981	11532	41172	13621
ENSG00000258753	0	0	0	0	0	0	0	0	0	0	2
ENSG00000258754	1	2	54	26	0	2	2	0	4	4	0
ENSG00000258757	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258758	2	0	0	0	0	0	2	4	0	0	4
ENSG00000258759	0	0	0	0	0	4	2	0	8	0	0
ENSG00000258760	3	6	0	5	5	13	0	8	15	5	4
ENSG00000258761	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258762	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258763	0	0	13	0	0	4	0	2	2	2	4
ENSG00000258764	0	0	0	2	0	2	2	0	0	0	0
ENSG00000258765	0	0	0	0	0	0	0	0	1	0	0
ENSG00000258766	0	6	0	0	0	0	3	6	2	0	2
ENSG00000258767	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258768	47	12	4	23	32	84	82	114	49	4	89
ENSG00000258769	2	0	2	0	0	2	1	0	0	2	0
ENSG00000258770	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258771	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258772	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258773	0	0	0	0	10	15	7	10	0	2	4
ENSG00000258774	2	0	6	0	0	2	0	0	0	0	0
ENSG00000258776	0	0	0	0	0	3	0	5	0	2	2
ENSG00000258777	6	12	4	10	5	0	0	0	4	9	0
ENSG00000258778	2	0	0	0	0	0	0	2	0	1	0
ENSG00000258779	0	18	0	0	4	0	0	2	1	1	0
ENSG00000258780	0	0	2	0	0	0	0	0	0	0	0
ENSG00000258781	0	2	0	0	0	0	0	2	0	0	0
ENSG00000258782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258783	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258784	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258785	5	4	2	3	1	0	0	0	0	0	0
ENSG00000258787	0	0	0	0	2	0	0	0	0	0	0
ENSG00000258788	60	29	10	11	18	16	13	28	44	93	16
ENSG00000258789	28	2	4	13	20	4	15	12	23	4	27
ENSG00000258790	3	2	5	6	3	5	7	7	2	2	4
ENSG00000258791	42	194	312	50	10	2	4	8	2	2	0
ENSG00000258792	11	6	4	20	8	20	6	23	8	16	32
ENSG00000258793	8	4	0	6	0	9	4	14	6	8	8
ENSG00000258794	0	0	0	0	0	4	0	14	12	6	0
ENSG00000258795	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258796	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258797	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258798	2	2	0	0	2	4	4	0	7	8	4
ENSG00000258799	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258800	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258802	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258803	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258804	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258805	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258806	4	8	0	6	3	68	79	62	66	8	62
ENSG00000258807	0	15	2	3	0	0	0	0	2	0	0
ENSG00000258808	0	4	16	0	0	0	0	0	0	0	2
ENSG00000258810	1	3	18	4	2	2	4	18	20	6	2
ENSG00000258811	6	14	0	2	28	0	6	4	8	12	2
ENSG00000258812	0	0	0	0	0	2	0	0	0	0	0
ENSG00000258813	32	4	0	14	33	47	36	88	38	62	16
ENSG00000258814	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258815	0	0	0	0	0	0	1	2	4	0	6
ENSG00000258816	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258817	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258818	29	28	30	40	33	91	39	35	14	116	26
ENSG00000258819	132	11	370	416	223	291	120	442	239	707	140
ENSG00000258820	8	2	2	12	0	6	3	1	0	1	3
ENSG00000258822	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258823	4	2	0	0	2	0	0	0	0	0	0
ENSG00000258824	0	0	5	0	3	1	9	21	5	2	6
ENSG00000258826	6	0	12	13	0	0	0	0	0	0	0
ENSG00000258827	4	14	0	2	24	2	3	2	2	0	0
ENSG00000258828	16	6	0	2	12	0	6	6	22	18	12
ENSG00000258829	2	0	0	0	6	2	2	10	0	0	0
ENSG00000258830	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258831	45	29	65	87	2	7	2	2	0	2	0
ENSG00000258834	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258835	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258836	0	0	0	0	0	4	10	10	0	2	0
ENSG00000258837	8	0	0	2	9	0	4	9	2	12	25
ENSG00000258839	197	173	85	207	153	383	292	838	280	194	145
ENSG00000258841	0	0	0	0	0	0	0	0	2	0	0
ENSG00000258842	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258843	19	11	18	17	2	4	5	24	19	22	6
ENSG00000258844	0	10	8	0	4	0	0	0	0	0	0
ENSG00000258845	0	16	0	2	17	6	0	1	1	0	0
ENSG00000258846	4	0	0	8	7	2	8	42	12	14	6
ENSG00000258847	2	0	0	0	0	5	4	2	0	0	5
ENSG00000258848	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258849	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258850	0	0	0	0	0	0	0	4	0	0	0
ENSG00000258851	0	0	6	0	2	0	2	1	2	0	0
ENSG00000258853	0	0	0	0	0	0	0	1	0	0	0
ENSG00000258854	1	0	2	7	0	2	4	4	0	0	2
ENSG00000258855	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258856	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258857	22	2	0	13	28	55	34	74	29	70	46
ENSG00000258858	0	0	0	0	0	0	2	2	0	0	0
ENSG00000258859	0	0	0	0	6	0	0	0	0	0	0
ENSG00000258860	0	10	33	20	0	0	0	0	0	0	0
ENSG00000258861	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258863	0	0	0	3	0	0	0	1	0	0	0
ENSG00000258864	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258866	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258867	22	14	51	113	2	10	0	0	0	16	6
ENSG00000258868	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258869	0	0	0	0	0	0	0	0	2	0	0
ENSG00000258870	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258871	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258872	2	4	4	13	0	0	0	1	0	0	0
ENSG00000258873	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258874	0	0	0	0	0	0	0	0	2	0	0
ENSG00000258875	87	31	50	106	60	232	146	280	99	114	66
ENSG00000258876	0	3	0	0	0	0	0	0	0	0	0
ENSG00000258877	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258878	0	0	0	0	0	0	0	0	0	0	1
ENSG00000258881	6	38	3	0	22	4	2	0	2	12	2
ENSG00000258883	2	0	0	0	0	0	0	0	0	0	0
ENSG00000258884	0	4	0	4	0	1	1	2	0	8	0
ENSG00000258885	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258886	0	0	0	0	0	0	0	2	0	0	0
ENSG00000258887	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258888	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258890	3542	2852	1081	1844	3302	5777	4941	10560	5022	2033	4212
ENSG00000258891	7	10	0	4	26	7	0	10	4	7	0
ENSG00000258892	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258893	0	0	0	0	0	1	0	0	0	0	0
ENSG00000258894	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258895	8	2	2	2	2	2	2	0	4	6	2
ENSG00000258896	0	16	0	2	4	0	2	15	2	0	4
ENSG00000258897	0	0	0	0	4	0	2	0	2	0	0
ENSG00000258899	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258900	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258901	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258902	0	0	4	0	0	0	0	0	0	1	0
ENSG00000258903	0	22	0	4	18	16	8	36	32	8	0
ENSG00000258904	0	0	0	2	2	0	2	2	0	0	0
ENSG00000258905	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258906	0	6	0	2	0	0	0	0	0	0	0
ENSG00000258907	51	60	629	69	14	5	1	2	6	4	0
ENSG00000258908	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258909	0	0	0	0	0	2	0	0	0	0	0
ENSG00000258910	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258912	4	0	2	6	0	1	1	0	4	0	0
ENSG00000258913	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258915	0	0	0	0	0	0	0	0	2	0	0
ENSG00000258916	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258917	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258918	2	0	0	2	0	0	0	0	0	0	0
ENSG00000258919	0	2	163	42	10	6	14	43	6	8	5
ENSG00000258920	148	85	69	120	160	106	123	122	272	498	134
ENSG00000258921	25	22	28	13	2	0	0	0	2	0	0
ENSG00000258922	2	0	10	1	0	1	1	0	0	8	0
ENSG00000258923	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258924	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258925	0	0	14	4	0	0	0	0	0	0	0
ENSG00000258926	36	10	58	220	0	14	0	2	6	5	4
ENSG00000258927	0	0	0	0	0	0	0	0	0	0	4
ENSG00000258928	0	0	11	10	0	3	0	0	0	0	0
ENSG00000258930	0	0	0	0	0	2	2	1	0	0	0
ENSG00000258931	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258932	0	13	0	0	3	0	2	1	0	0	0
ENSG00000258933	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258934	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258935	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258938	6	2	0	4	2	9	2	4	0	18	0
ENSG00000258940	19	9	2	26	16	48	134	191	67	41	56
ENSG00000258942	0	1	0	0	2	1	0	2	3	6	2
ENSG00000258943	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258944	142	177	47	150	89	243	128	287	149	48	124
ENSG00000258945	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258947	2	21	41	29	5	4	0	1	3	1	1
ENSG00000258948	0	0	0	0	0	0	0	0	1	0	0
ENSG00000258949	6	4	1	0	2	9	5	8	0	3	5
ENSG00000258951	0	0	0	0	0	17	0	2	0	0	4
ENSG00000258952	137	111	7	39	77	127	93	131	85	31	74
ENSG00000258954	0	0	0	0	3	0	4	11	21	0	3
ENSG00000258955	16	16	0	8	14	6	0	10	5	8	2
ENSG00000258956	0	4	0	2	0	0	0	0	0	0	0
ENSG00000258957	50	22	8	22	41	14	33	48	72	39	14
ENSG00000258958	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258959	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258960	0	0	1	0	0	0	0	0	0	0	0
ENSG00000258962	2	8	0	0	2	0	3	8	3	0	1
ENSG00000258963	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258964	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258965	0	0	0	2	0	0	0	0	2	4	2
