ID,SYMBOL,ICUvsNON_LFC,ICUvsNON_FDR
ENSG00000111729,CLEC4A,4.877044645,0.005500653
ENSG00000154930,ACSS1,-1.524307687,0.005500653
ENSG00000196705,ZNF431,1.403119722,0.005500653
ENSG00000228775,WEE2-AS1,-2.12373516,0.005500653
ENSG00000111859,NEDD9,1.528504337,0.005506265
ENSG00000137975,CLCA2,3.002597377,0.005509768
ENSG00000173338,KCNK7,2.29417196,0.005511568
ENSG00000197632,SERPINB2,3.535488743,0.005511568
ENSG00000264017,RN7SL336P,3.956534573,0.005511568
ENSG00000048342,CC2D2A,-1.800589404,0.00551162
ENSG00000062582,MRPS24,2.981810306,0.005537475
ENSG00000108641,B9D1,-1.778043333,0.005537475
ENSG00000160593,JAML,3.058142575,0.005537475
ENSG00000135205,CCDC146,-1.899241951,0.005545674
ENSG00000269220,LINC00528,4.023711522,0.005555944
ENSG00000159713,TPPP3,-2.661130358,0.005601692
ENSG00000163209,SPRR3,4.288307334,0.005601692
ENSG00000197168,NEK5,-2.130426258,0.005604818
ENSG00000171533,MAP6,-2.044019277,0.005605526
ENSG00000279838,RP4-635A23.6,3.113416696,0.005651237
ENSG00000143951,WDPCP,-1.331776108,0.005667604
ENSG00000102738,MRPS31,-1.537196926,0.005668685
ENSG00000155304,HSPA13,1.310454462,0.005668685
ENSG00000226822,RP11-356N1.2,3.286591537,0.005669743
ENSG00000145491,ROPN1L,-1.824380173,0.005677298
ENSG00000118785,SPP1,5.308668282,0.005682262
ENSG00000169994,MYO7B,3.724116699,0.005682262
ENSG00000070761,CFAP20,-1.059350145,0.005686369
ENSG00000127564,PKMYT1,3.226596887,0.005686369
ENSG00000118513,MYB,-1.867383757,0.005693052
ENSG00000166526,ZNF3,-1.1213079,0.005693052
ENSG00000133639,BTG1,1.2799681,0.005706283
ENSG00000177398,UMODL1,-2.745701119,0.005718459
ENSG00000267028,TCF4-AS1,-4.610147994,0.005718459
ENSG00000089351,GRAMD1A,2.860644542,0.005720821
ENSG00000253214,RP11-1149M10.2,5.060019092,0.005720821
ENSG00000277443,MARCKS,1.428561661,0.005720821
ENSG00000133069,TMCC2,-1.617014124,0.005722056
ENSG00000142528,ZNF473,-1.445177002,0.005725048
ENSG00000205927,OLIG2,5.297883752,0.005725048
ENSG00000282440,RP11-605B16.1,4.555168952,0.005725048
ENSG00000188505,NCCRP1,4.019490284,0.005728525
ENSG00000118508,RAB32,1.940036956,0.0057415
ENSG00000123607,TTC21B,-1.648424487,0.0057415
ENSG00000174004,NRROS,3.423098434,0.0057415
ENSG00000181322,NME9,-1.877500982,0.0057415
ENSG00000138180,CEP55,2.336843021,0.005744842
ENSG00000064199,SPA17,-1.84795406,0.005748556
ENSG00000065328,MCM10,2.799215828,0.005748556
ENSG00000109466,KLHL2,1.457750417,0.005748556
ENSG00000120889,TNFRSF10B,1.211598675,0.005748556
ENSG00000158062,UBXN11,-1.724713829,0.005748556
ENSG00000159023,EPB41,1.889515938,0.005748556
ENSG00000169508,GPR183,2.451763666,0.005748556
ENSG00000186409,CCDC30,-1.868997571,0.005748556
ENSG00000243660,ZNF487,-1.265511387,0.005748556
ENSG00000134830,C5AR2,3.171568984,0.005751617
ENSG00000134108,ARL8B,1.094484197,0.005756111
ENSG00000197653,DNAH10,-2.0718674,0.005756111
ENSG00000204544,MUC21,3.064300654,0.005756111
ENSG00000130560,UBAC1,-1.117975574,0.005770263
ENSG00000276644,DACH1,2.427588881,0.005770884
ENSG00000130413,STK33,-2.200467184,0.005773151
ENSG00000118420,UBE3D,-1.426436749,0.005774887
ENSG00000197063,MAFG,1.809361665,0.005776872
ENSG00000203799,CCDC162P,-2.298963766,0.005776872
ENSG00000234478,RP11-275I14.4,-1.915486938,0.005776872
ENSG00000142227,EMP3,2.486480875,0.005781714
ENSG00000248008,NRAV,-1.658432617,0.005784577
ENSG00000169126,ARMC4,-2.304981339,0.005852823
ENSG00000243797,CTB-111H14.1,3.094709047,0.0058694
ENSG00000157423,HYDIN,-2.037218832,0.005874519
ENSG00000027075,PRKCH,1.475600199,0.005880317
ENSG00000100485,SOS2,1.09697477,0.005880317
ENSG00000100731,PCNX1,1.401286791,0.005880317
ENSG00000166535,A2ML1,4.1236548,0.005880317
ENSG00000131849,ZNF132,-1.491367708,0.005888155
ENSG00000165959,CLMN,-1.316787525,0.005888155
ENSG00000277639,RP11-467J12.4,-1.782640286,0.005888155
ENSG00000135905,DOCK10,1.776713614,0.005924821
ENSG00000133800,LYVE1,4.217366458,0.005931789
ENSG00000236609,ZNF853,-2.648742088,0.005937352
ENSG00000258469,CHMP4BP1,2.824364822,0.00597038
ENSG00000147394,ZNF185,1.435136024,0.00603792
ENSG00000166925,TSC22D4,1.880086611,0.006048348
ENSG00000198858,R3HDM4,2.104481811,0.006053422
ENSG00000196878,LAMB3,2.585057968,0.006060979
ENSG00000168658,VWA3B,-2.220377009,0.006073833
ENSG00000205084,TMEM231,-1.94396901,0.006074667
ENSG00000077150,NFKB2,2.788480784,0.006104861
ENSG00000251442,LINC01094,2.236328263,0.006104861
ENSG00000174456,C12orf76,-1.296180228,0.006119441
ENSG00000101596,SMCHD1,1.795595339,0.006121805
ENSG00000133115,STOML3,-2.164475696,0.006121805
ENSG00000159527,PGLYRP3,4.206074705,0.006121805
ENSG00000179820,MYADM,2.467813775,0.006121805
ENSG00000188817,SNTN,-2.025009358,0.006121805
ENSG00000254610,RP5-903G2.2,-2.559799735,0.006121805
ENSG00000196924,FLNA,3.868625468,0.00612584
ENSG00000042317,SPATA7,-1.805760486,0.0061313
ENSG00000260057,LINC01571,-2.391727055,0.0061313
ENSG00000156711,MAPK13,1.706375905,0.006140583
ENSG00000144596,GRIP2,3.730180816,0.006143211
ENSG00000188010,MORN2,-1.594389144,0.006181033
ENSG00000259379,MTND5P32,4.854139951,0.006204428
ENSG00000119397,CNTRL,-1.34760258,0.006213722
ENSG00000174844,DNAH12,-2.387575097,0.006213722
ENSG00000235081,AC010492.2,4.285825697,0.006213722
ENSG00000238105,GOLGA2P5,-1.834794394,0.006213722
ENSG00000136811,ODF2,-1.228271267,0.006237275
ENSG00000174776,WDR49,-1.847539477,0.006237275
ENSG00000245248,USP2-AS1,-1.948556725,0.006237275
ENSG00000091409,ITGA6,1.755553352,0.006242046
ENSG00000104447,TRPS1,1.183119238,0.006242046
ENSG00000165732,DDX21,1.381167959,0.006242046
ENSG00000267002,RP11-242D8.1,-1.302132211,0.006242046
ENSG00000176381,PRR18,-2.578858355,0.006269404
ENSG00000214688,C10orf105,3.798534036,0.006269404
ENSG00000198055,GRK6,2.046925781,0.006281871
ENSG00000237094,RP4-669L17.10,4.477236996,0.006317498
ENSG00000142583,SLC2A5,1.938757831,0.006345123
ENSG00000215187,FAM166B,-2.050999481,0.006351336
ENSG00000104327,CALB1,3.712321812,0.006353844
ENSG00000159079,C21orf59,-1.41804599,0.006353844
ENSG00000166592,RRAD,-1.593490174,0.006353844
ENSG00000173597,SULT1B1,3.639869579,0.006353844
ENSG00000247271,ZBED5-AS1,-1.450444498,0.006356751
ENSG00000075624,ACTB,2.057477439,0.006371214
ENSG00000090273,NUDC,-1.359949411,0.006371214
ENSG00000129451,KLK10,3.05401447,0.006371214
ENSG00000153234,NR4A2,1.66880484,0.006371214
ENSG00000166889,PATL1,1.687437113,0.006371214
ENSG00000169032,MAP2K1,1.454396642,0.006371214
ENSG00000183963,SMTN,2.407806556,0.006371214
ENSG00000198721,ECI2,-1.666269344,0.006371214
ENSG00000276758,AC010518.2,3.754738362,0.006371214
ENSG00000136098,NEK3,-1.297107095,0.006374694
ENSG00000135655,USP15,1.626480266,0.006386508
ENSG00000174130,TLR6,2.609269547,0.006389336
ENSG00000104237,RP1,-2.461226868,0.006400529
ENSG00000164086,DUSP7,1.909629423,0.006414178
ENSG00000172824,CES4A,-2.142218337,0.006443297
ENSG00000254087,LYN,1.782977264,0.006443297
ENSG00000104490,NCALD,-1.967507354,0.006462452
ENSG00000154479,CCDC173,-2.251172975,0.006462452
ENSG00000043591,ADRB1,-1.407132625,0.006472234
ENSG00000169035,KLK7,4.762080691,0.006485405
ENSG00000163735,CXCL5,7.557769921,0.006491157
ENSG00000160888,IER2,2.411864588,0.006491621
ENSG00000168461,RAB31,1.324358794,0.006491621
ENSG00000267519,MIR24-2,2.321767279,0.006491621
ENSG00000280693,SH3PXD2A-AS1,2.827615908,0.006505721
ENSG00000146477,SLC22A3,3.182188441,0.006508844
ENSG00000283646,RP11-24F11.5,2.548447882,0.006511878
ENSG00000115008,IL1A,4.432732085,0.006521291
ENSG00000140284,SLC27A2,-1.67957847,0.006521291
ENSG00000167550,RHEBL1,-1.595872637,0.006524563
ENSG00000254789,RP11-531H8.2,5.029020893,0.006527418
ENSG00000172965,MIR4435-2HG,1.815044286,0.006535189
ENSG00000171295,ZNF440,-1.174555837,0.006537847
ENSG00000169474,SPRR1A,4.549522922,0.006548395
ENSG00000241794,SPRR2A,5.059176524,0.006548395
ENSG00000100234,TIMP3,2.057793297,0.006571768
ENSG00000034239,EFCAB1,-1.90566953,0.006589007
ENSG00000159921,GNE,1.499452685,0.006589007
ENSG00000204472,AIF1,2.366297581,0.006589007
ENSG00000008083,JARID2,2.018090997,0.006604669
ENSG00000083223,ZCCHC6,1.302843027,0.006604669
ENSG00000243910,TUBA4B,-2.016091953,0.006604669
ENSG00000172780,RAB43,3.906253783,0.006623831
ENSG00000166401,SERPINB8,1.613957367,0.006649968
ENSG00000162004,CCDC78,-2.411688533,0.006737939
ENSG00000071054,MAP4K4,1.31629376,0.006753923
ENSG00000004660,CAMKK1,1.59293405,0.006762768
ENSG00000117000,RLF,1.37590244,0.006799273
ENSG00000119048,UBE2B,1.198641651,0.006799273
ENSG00000222047,C10orf55,2.656829073,0.006799273
ENSG00000105519,CAPS,-2.302705931,0.006824748
ENSG00000146083,RNF44,1.43599667,0.006824748
ENSG00000168734,PKIG,-1.606700837,0.006824748
ENSG00000234022,AC008278.2,-2.20340279,0.006824748
ENSG00000282572,RP11-482G13.1,5.385458175,0.006824748
ENSG00000173013,CCDC96,-1.375877585,0.006836832
ENSG00000181029,TRAPPC5,3.261772338,0.00685138
ENSG00000135111,TBX3,3.680374806,0.006859946
ENSG00000204950,LRRC10B,-1.974597994,0.006868441
ENSG00000135926,TMBIM1,1.752490922,0.006874962
ENSG00000167613,LAIR1,2.253913422,0.006877584
ENSG00000233750,CICP27,4.230584843,0.006895604
ENSG00000011143,MKS1,-1.370208351,0.006898519
ENSG00000163624,CDS1,-1.025269672,0.006898519
ENSG00000137210,TMEM14B,-1.16510665,0.006943195
ENSG00000087074,PPP1R15A,2.854718983,0.006964206
ENSG00000170345,FOS,4.167224247,0.006986507
ENSG00000007944,MYLIP,1.4692855,0.006994128
ENSG00000170802,FOXN2,1.35024014,0.006994128
ENSG00000137098,SPAG8,-2.206737664,0.006998302
ENSG00000121413,ZSCAN18,-1.404822521,0.007014192
ENSG00000153789,FAM92B,-2.18493282,0.007022854
ENSG00000122507,BBS9,-1.569414957,0.007030392
ENSG00000152926,ZNF117,1.293546173,0.007033208
ENSG00000185681,MORN5,-2.299745364,0.007092634
ENSG00000116473,RAP1A,1.137783876,0.007097366
ENSG00000163263,C1orf189,-1.890828856,0.007134309
ENSG00000155530,LRGUK,-1.638465551,0.007136581
ENSG00000051128,HOMER3,1.873511451,0.007212082
ENSG00000100599,RIN3,2.515127529,0.007212082
ENSG00000118690,ARMC2,-1.89125536,0.007212082
ENSG00000161513,FDXR,-1.392735681,0.007212082
ENSG00000198919,DZIP3,-1.663157538,0.007212082
ENSG00000218809,RP1-229K20.5,5.926736046,0.007212082
ENSG00000133961,NUMB,1.102718708,0.00724644
ENSG00000140057,AK7,-1.644256358,0.00724644
ENSG00000146904,EPHA1,1.470598256,0.00724644
ENSG00000116954,RRAGC,1.151390117,0.007273494
ENSG00000104267,CA2,3.323856747,0.007287634
ENSG00000153896,ZNF599,-1.601974429,0.007287634
ENSG00000167740,CYB5D2,-0.980149528,0.007287634
ENSG00000187912,CLEC17A,4.085378458,0.007298109
ENSG00000161905,ALOX15,-1.192069985,0.007306003
ENSG00000137494,ANKRD42,-1.173487182,0.007315352
ENSG00000150977,RILPL2,1.923030645,0.007315352
ENSG00000204104,TRAF3IP1,-1.438597061,0.007315352
ENSG00000042832,TG,2.217989868,0.007315962
ENSG00000185055,EFCAB10,-2.030202372,0.007315962
ENSG00000204711,C9orf135,-1.836998877,0.007315962
ENSG00000248265,FLJ12825,-3.897605938,0.007315962
ENSG00000285467,NA,-2.784116656,0.007324262
ENSG00000076928,ARHGEF1,1.830041983,0.007334239
ENSG00000168589,DYNLRB2,-2.385105383,0.007368919
ENSG00000140519,RHCG,4.618988116,0.00737827
ENSG00000149177,PTPRJ,1.619106029,0.007399075
ENSG00000165698,SPACA9,-1.818010757,0.007399075
ENSG00000214049,UCA1,3.865023869,0.007399311
ENSG00000230970,HHATL-AS1,-2.042481767,0.007399311
ENSG00000176209,SMIM19,-1.582773289,0.007411639
ENSG00000167656,LY6D,2.79214831,0.007416184
ENSG00000169180,XPO6,2.141326015,0.007416184
ENSG00000162889,MAPKAPK2,1.640791809,0.007434925
ENSG00000084764,MAPRE3,-1.430659481,0.007437068
ENSG00000032742,IFT88,-1.598428022,0.007440398
ENSG00000139926,FRMD6,1.780566829,0.007466146
ENSG00000144566,RAB5A,0.931821714,0.007466146
ENSG00000146399,TAAR1,3.672392568,0.007466146
ENSG00000090316,MAEA,1.29196211,0.007466866
ENSG00000100218,RSPH14,-2.10391234,0.007471978
ENSG00000122735,DNAI1,-2.198104086,0.007471978
ENSG00000130066,SAT1,1.254413321,0.007471978
ENSG00000178796,RIIAD1,-1.808700508,0.007474751
ENSG00000116717,GADD45A,1.700128554,0.007487623
ENSG00000227740,RP11-318C24.2,2.270314074,0.007487623
ENSG00000182287,AP1S2,1.141311918,0.00751571
ENSG00000152270,PDE3B,2.154061529,0.007554648
ENSG00000273599,RP11-59C5.3,3.390062236,0.007560616
ENSG00000100034,PPM1F,1.584348839,0.007565588
ENSG00000178125,PPP1R42,-2.107520065,0.007565588
ENSG00000284734,NA,-2.248158793,0.007565588
ENSG00000114738,MAPKAPK3,1.307669287,0.007566874
ENSG00000005448,WDR54,-2.083167747,0.007592853
ENSG00000096093,EFHC1,-2.184051278,0.007592853
ENSG00000157796,WDR19,-1.462045089,0.007592853
ENSG00000166920,C15orf48,3.081251895,0.007592853
ENSG00000137393,RNF144B,1.223380133,0.007600119
ENSG00000270765,GAS2L2,-1.964297418,0.007600119
ENSG00000139971,C14orf37,-1.738622009,0.007617569
ENSG00000108691,CCL2,4.902602764,0.007619596
ENSG00000111728,ST8SIA1,-2.082454363,0.007619596
ENSG00000248476,BACH1-IT1,3.072482307,0.007619596
ENSG00000128928,IVD,-1.010159426,0.007658323
ENSG00000189350,FAM179A,-1.914271556,0.007664007
ENSG00000158163,DZIP1L,-2.197251704,0.007669279
ENSG00000171595,DNAI2,-2.021945963,0.007669279
ENSG00000163001,CFAP36,-1.359842579,0.007672215
ENSG00000054523,KIF1B,0.924522107,0.00767514
ENSG00000095951,HIVEP1,1.3761581,0.00767514
ENSG00000140157,NIPA2,1.12149895,0.00767514
ENSG00000178789,CD300LB,4.120123927,0.00767514
ENSG00000235706,DICER1-AS1,-1.36971458,0.00767514
ENSG00000083857,FAT1,1.295721726,0.007711179
ENSG00000269834,ZNF528-AS1,-1.207619694,0.007711179
ENSG00000189157,FAM47E,-2.080072338,0.007713908
ENSG00000166578,IQCD,-1.746717298,0.007725665
ENSG00000258867,LINC01146,4.88238199,0.007727013
ENSG00000183018,SPNS2,2.535710555,0.007728086
ENSG00000283839,NA,2.658694576,0.007748823
ENSG00000241886,RP11-242C19.2,3.823664192,0.00775552
ENSG00000108387,4-Sep,2.981613913,0.007791838
ENSG00000111679,PTPN6,1.811222793,0.007791838
ENSG00000159899,NPR2,-2.436971739,0.007791838
ENSG00000178896,EXOSC4,1.366940127,0.007791838
ENSG00000153930,ANKFN1,-1.732885588,0.007803909
ENSG00000213123,TCTEX1D2,-1.912121459,0.007818631
ENSG00000101057,MYBL2,2.787087416,0.007831491
ENSG00000286966,NA,4.891647701,0.007838437
ENSG00000258082,RP11-443B7.3,4.853042775,0.007857656
ENSG00000168010,ATG16L2,2.378168825,0.0078934
ENSG00000223773,CD99P1,1.289487102,0.0078934
ENSG00000102144,PGK1,1.04901541,0.007895805
ENSG00000144848,ATG3,1.06604437,0.007895805
ENSG00000235162,C12orf75,-1.596562061,0.007918675
ENSG00000258926,RP11-47I22.1,4.444699849,0.007918675
ENSG00000188089,PLA2G4E,3.310914106,0.007921568
ENSG00000006756,ARSD,-1.241933049,0.007936008
ENSG00000179361,ARID3B,1.99155298,0.007953506
ENSG00000159625,DRC7,-1.285544049,0.007954083
ENSG00000175792,RUVBL1,-1.40203653,0.007960526
ENSG00000203747,FCGR3A,2.100736052,0.007974494
ENSG00000130167,TSPAN16,4.274810312,0.007975739
ENSG00000204256,BRD2,1.326651956,0.007975739
ENSG00000163216,SPRR2D,5.310311033,0.007978532
ENSG00000136449,MYCBPAP,-1.880606616,0.007985099
ENSG00000153922,CHD1,1.523640944,0.007985099
ENSG00000138071,ACTR2,1.085962194,0.00800339
ENSG00000120256,LRP11,-1.700475803,0.00801339
ENSG00000135951,TSGA10,-1.699984762,0.00801613
ENSG00000070718,AP3M2,-1.248134095,0.008019281
ENSG00000116815,CD58,1.324736334,0.008022256
ENSG00000103005,USB1,1.626370338,0.008028524
ENSG00000272462,U91328.19,1.621362965,0.008031215
ENSG00000171476,HOPX,3.171843899,0.008046318
ENSG00000158615,PPP1R15B,1.351572038,0.00806366
ENSG00000215452,ZNF663P,-2.579227922,0.00806366
ENSG00000107968,MAP3K8,1.519199836,0.008094668
ENSG00000122877,EGR2,3.981893867,0.008094668
ENSG00000137473,TTC29,-1.910723498,0.008094668
ENSG00000175970,UNC119B,-1.044616187,0.008094668
ENSG00000182518,FAM104B,-1.58082592,0.008094668
ENSG00000249816,LINC00964,-3.247185301,0.008094668
ENSG00000265666,RARA-AS1,1.730164197,0.008094668
ENSG00000157470,FAM81A,-1.650211671,0.008100241
ENSG00000125772,GPCPD1,1.502648178,0.008120958
ENSG00000103024,NME3,-1.495603779,0.008129976
ENSG00000081870,HSPB11,-1.356051995,0.008142624
ENSG00000154099,DNAAF1,-2.019514978,0.008142624
ENSG00000165164,CFAP47,-1.863714756,0.008142624
ENSG00000168078,PBK,2.126639641,0.008142624
ENSG00000279884,RP11-483E17.1,3.25420533,0.008142624
ENSG00000120129,DUSP1,2.43056515,0.0081912
ENSG00000186806,VSIG10L,3.558022309,0.0081912
ENSG00000105355,PLIN3,2.137436818,0.008225127
ENSG00000148814,LRRC27,-1.737860619,0.008225127
ENSG00000141574,SECTM1,2.990974565,0.008240777
ENSG00000287003,NA,-3.245145318,0.008279502
ENSG00000177885,GRB2,1.522709199,0.008284202
ENSG00000128536,CDHR3,-2.27873712,0.008285727
ENSG00000154079,SDHAF4,-1.176071638,0.008312264
ENSG00000267890,CTD-2126E3.4,-3.877153654,0.008312264
ENSG00000167553,TUBA1C,1.552454515,0.008316753
ENSG00000227039,ITGB2-AS1,2.587120824,0.008316753
ENSG00000178764,ZHX2,1.576636189,0.008321195
ENSG00000134716,CYP2J2,-1.231482196,0.008328375
ENSG00000120708,TGFBI,2.37177181,0.00833201
ENSG00000165091,TMC1,2.0410731,0.00833201
ENSG00000008130,NADK,2.008614943,0.008335999
ENSG00000179750,APOBEC3B,2.087269346,0.008337882
ENSG00000198399,ITSN2,1.252509137,0.008337882
ENSG00000175874,CREG2,3.670409531,0.008347204
ENSG00000136918,WDR38,-2.076507379,0.00835053
ENSG00000142920,AZIN2,-1.596516853,0.00835053
ENSG00000149201,CCDC81,-2.256400198,0.00835053
ENSG00000149483,TMEM138,-1.140399272,0.00835053
ENSG00000183207,RUVBL2,-1.343789788,0.008361125
ENSG00000174282,ZBTB4,-0.971992021,0.008373963
ENSG00000158023,WDR66,-1.644314109,0.00839751
ENSG00000285930,NA,-2.518528857,0.00839751
ENSG00000181634,TNFSF15,2.899466003,0.008428815
ENSG00000227502,LINC01268,3.306951016,0.008428815
ENSG00000168038,ULK4,-1.559136528,0.008428843
ENSG00000079215,SLC1A3,1.585258971,0.008447582
ENSG00000185291,IL3RA,2.445167892,0.008460069
ENSG00000251161,RP11-540O11.1,2.719888132,0.008460069
ENSG00000281186,LINC00706,-4.734894296,0.008471707
ENSG00000132122,SPATA6,-1.645262664,0.008483506
ENSG00000144061,NPHP1,-1.77328919,0.008509677
ENSG00000121753,ADGRB2,-2.003177272,0.008519741
ENSG00000157326,DHRS4,-1.497982492,0.008572421
ENSG00000135931,ARMC9,-1.156936028,0.008580967
ENSG00000109339,MAPK10,-1.53138232,0.008583083
ENSG00000167107,ACSF2,-1.456875373,0.00860904
ENSG00000167994,RAB3IL1,3.901404037,0.008609513
ENSG00000197852,FAM212B,1.788659256,0.008609513
ENSG00000225156,AC012354.6,-1.727772235,0.008615504
ENSG00000165794,SLC39A2,3.793977417,0.008648222
ENSG00000204131,NHSL2,2.662846469,0.008648222
ENSG00000102524,TNFSF13B,2.894495074,0.008656302
ENSG00000207870,MIR221,2.566843006,0.008661224
ENSG00000176463,SLCO3A1,1.755725201,0.008688125
ENSG00000288700,NA,3.034744783,0.008688125
ENSG00000105122,RASAL3,1.565627978,0.008735969
ENSG00000167552,TUBA1A,-1.332784833,0.008735969
ENSG00000228863,RP11-404F10.2,4.122396647,0.008735969
ENSG00000234389,AC007278.3,5.427670442,0.008738726
ENSG00000287337,NA,-1.79596973,0.008740103
ENSG00000135678,CPM,2.138528436,0.008744396
ENSG00000215386,MIR99AHG,-1.710597289,0.008744396
ENSG00000164675,IQUB,-1.508155663,0.008744996
ENSG00000168309,FAM107A,-2.170378454,0.008751382
ENSG00000113742,CPEB4,1.751536252,0.008822803
ENSG00000167759,KLK13,3.657376197,0.008830824
ENSG00000164236,ANKRD33B,3.02651217,0.008835683
ENSG00000077327,SPAG6,-1.905369206,0.008854389
ENSG00000186496,ZNF396,-1.546306049,0.008854389
ENSG00000198576,ARC,4.469571131,0.008854389
ENSG00000088992,TESC,2.701863545,0.008856073
ENSG00000143811,PYCR2,-1.04578263,0.008856073
ENSG00000151224,MAT1A,-2.099000707,0.008869197
ENSG00000171848,RRM2,2.265141419,0.008877475
ENSG00000186594,MIR22HG,1.499582687,0.008877475
ENSG00000228412,RP4-625H18.2,-1.97417019,0.008877475
ENSG00000288393,NA,3.945179288,0.0088811
ENSG00000157557,ETS2,2.332346245,0.008887121
ENSG00000262879,RP11-156P1.3,-1.45474572,0.008891831
ENSG00000087128,TMPRSS11E,2.847084287,0.008904976
ENSG00000033327,GAB2,2.539790676,0.008918822
ENSG00000103021,CCDC113,-1.641067529,0.008943805
ENSG00000090376,IRAK3,1.918211725,0.008970379
ENSG00000103528,SYT17,-1.701834264,0.008970379
ENSG00000198900,TOP1,1.069142179,0.008970379
ENSG00000229719,MIR194-2HG,3.934655615,0.008970379
ENSG00000274180,NATD1,1.586999704,0.008970379
ENSG00000135476,ESPL1,3.444104053,0.008970893
ENSG00000010626,LRRC23,-1.726635465,0.008971452
ENSG00000163466,ARPC2,1.242032829,0.008982564
ENSG00000217128,FNIP1,1.470221843,0.009024049
ENSG00000095383,TBC1D2,1.698522224,0.009044653
ENSG00000139714,MORN3,-1.852856371,0.009068683
ENSG00000136828,RALGPS1,-1.196666695,0.009124598
ENSG00000276533,RP11-139H15.5,2.300132867,0.009138509
ENSG00000234684,SDCBP2-AS1,-1.326212434,0.009178108
ENSG00000254024,KB-1562D12.1,-1.671575166,0.009178108
ENSG00000263155,MYZAP,2.450604732,0.009184238
ENSG00000133657,ATP13A3,1.815619814,0.009197
ENSG00000204305,AGER,1.5538975,0.009197
ENSG00000008118,CAMK1G,4.83855867,0.009200753
ENSG00000127080,IPPK,2.658762932,0.009200753
ENSG00000144134,RABL2A,-1.640979888,0.009200753
ENSG00000159588,CCDC17,-1.716991601,0.009200753
ENSG00000163491,NEK10,-2.321633847,0.009200753
ENSG00000179902,C1orf194,-2.170824658,0.009200753
ENSG00000198925,ATG9A,2.173907159,0.009200753
ENSG00000213144,RP11-64B16.2,3.027902854,0.009200753
ENSG00000136378,ADAMTS7,2.378294843,0.009219972
ENSG00000163040,CCDC74A,-1.764524138,0.009220405
ENSG00000147799,ARHGAP39,-1.338203276,0.009223873
ENSG00000198223,CSF2RA,2.28368671,0.009223873
ENSG00000166963,MAP1A,-1.359123813,0.009233288
ENSG00000183723,CMTM4,-0.837354858,0.009241896
ENSG00000104419,NDRG1,2.827990748,0.00924279
ENSG00000151500,THYN1,-1.133359165,0.009264252
ENSG00000285906,NA,1.900203226,0.009264252
ENSG00000136560,TANK,1.813972837,0.009269996
ENSG00000159388,BTG2,2.682804165,0.009269996
ENSG00000288545,NA,-4.543314404,0.009297002
ENSG00000138036,DYNC2LI1,-1.57366327,0.009324634
ENSG00000076685,NT5C2,2.474198074,0.009339092
ENSG00000109320,NFKB1,1.774057353,0.009339092
ENSG00000110203,FOLR3,4.216132964,0.009339092
ENSG00000124224,PPP4R1L,1.322247468,0.009339092
ENSG00000196236,XPNPEP3,-1.091899324,0.009339092
ENSG00000259374,NDUFB4P11,4.181906619,0.009339092
ENSG00000064547,LPAR2,1.318001052,0.009361184
ENSG00000084112,SSH1,1.325724003,0.009361184
ENSG00000124102,PI3,2.819782705,0.009361184
ENSG00000145879,SPINK7,4.923539096,0.009361184
ENSG00000151023,ENKUR,-1.79973832,0.009361184
ENSG00000184385,UMODL1-AS1,-2.256146765,0.009361184
ENSG00000185811,IKZF1,2.027441423,0.009361184
ENSG00000223573,TINCR,2.784418504,0.009361184
ENSG00000152463,OLAH,3.799041381,0.009382032
ENSG00000010310,GIPR,-1.655963785,0.009394461
ENSG00000075785,RAB7A,1.257634606,0.009394461
ENSG00000116871,MAP7D1,1.90640913,0.009408272
ENSG00000241288,RP11-379B18.5,-1.97326488,0.009428653
ENSG00000106665,CLIP2,1.656082586,0.00943975
ENSG00000177628,GBA,1.602187691,0.00943975
ENSG00000215244,RP11-563J2.2,1.53914342,0.00943975
ENSG00000234975,FTH1P2,2.020839677,0.00943975
ENSG00000247516,MIR4458HG,-1.584428555,0.00943975
ENSG00000166451,CENPN,1.485287907,0.009452069
ENSG00000184949,FAM227A,-1.724512388,0.009452069
ENSG00000257230,RP11-272B17.2,2.820685214,0.009461489
ENSG00000249992,TMEM158,2.948958883,0.009471888
ENSG00000169509,CRCT1,6.155536913,0.009482468
ENSG00000183023,SLC8A1,2.211354932,0.00948965
ENSG00000140332,TLE3,2.513873546,0.009491988
ENSG00000066185,ZMYND12,-1.801244381,0.009511933
ENSG00000249476,CTD-2587M2.1,1.963402413,0.009511933
ENSG00000163071,SPATA18,-1.798953308,0.009512632
ENSG00000172331,BPGM,0.981936026,0.00951818
ENSG00000104626,ERI1,1.292024741,0.0095209
ENSG00000234062,RP11-308D16.2,-1.798188504,0.009521722
ENSG00000119403,PHF19,1.614328362,0.009585267
ENSG00000152766,ANKRD22,1.682312071,0.009585267
ENSG00000132359,RAP1GAP2,1.91190608,0.009586526
ENSG00000148400,NOTCH1,2.638049388,0.009603246
ENSG00000230873,STMND1,-1.987961133,0.009607598
ENSG00000257261,RP11-96H19.1,-1.528024837,0.009607598
ENSG00000178150,ZNF114,3.82912124,0.009643422
ENSG00000152580,IGSF10,-2.594456994,0.00965435
ENSG00000236166,RP3-523C21.2,-4.513717853,0.009669857
ENSG00000100242,SUN2,2.077065955,0.009675766
ENSG00000148057,IDNK,-1.317133774,0.009675766
ENSG00000163958,ZDHHC19,3.011883412,0.009675766
