genesymbols	Developing Ciliated Cells	SPRR2D high Squamous Cells	KRT24 KRT13 high Secretory Cells	ITGAX high Macrophages	B Cells	FOXJ1 high Ciliated Cells	CD8 T Cells	SERPINB11 high Secretory Cells	Inflammatory Macrophages	MSR1 C1QB high Macrophages	Dendritic Cells	MUC5AC high Goblet Cells	CCL5 high Squamous Cells	SCGB1A1 high Goblet Cells	BPIFA1 high Secretory Cells	Deuterosomal Cells	Basal Cells	Early Response FOXJ1 high Ciliated Cells	Early Response T Cells	Ionocytes	Interferon Responsive Macrophages	BPIFA1 and Chemokine high Secretory Cells	Cilia high Ciliated Cells	Mitotic Basal Cells	Interferon Responsive Ciliated Cells	AZGP1 high Goblet Cells	BEST4 high Cilia high Ciliated Cells	Developing Secretory and Goblet Cells	FFAR4 high Macrophages	AZGP1 SCGB3A1 LTF high Goblet Cells	HOPX high Squamous Cells	Plasmacytoid DCs	Enteroendocrine Cells	Early Response Secretory Cells	VEGFA high Squamous Cells	Interferon Responsive Cytotoxic CD8 T Cells	Interferon Responsive Secretory Cells	Mast Cells
ATF4	2751.89659178073	5371.27327516628	4439.17136853671	6500.73115436736	4574.85627076401	2146.26927048522	16646.9514039851	5146.5350020828	5965.83565461102	7369.21087330036	11276.751793464	3487.16785840866	6963.17100951432	5249.02126892676	8712.26486537044	6248.89565374683	9546.99908692234	4369.5285928653	17558.9984284471	3914.56879861843	9418.23308486118	7680.61876832846	2719.51718430012	7224.59120647053	3078.14538799895	4367.6829074479	3729.76524818437	4540.2966553338	3904.90216987328	7218.39407837671	11112.1111111111	10176.5012703248	1	5728.84515876821	5743.09158226994	10544.1919626734	4903.70177666253	6370.42675159236
ATF5	1	1	1	2322.6880434091	1	1	1	1	1315.12476329523	2639.63111192867	2937.3827410909	1	1	1	1	1	1	1	1	444.997781275725	7096.50497358363	1	1	1	1	189.484780915887	1	1	176.391688620105	415.280180347056	396.256916996047	4540.55901426719	1	234.120468433291	1	1	1	1
ATF6	1317.44253073044	863.540787465065	1072.46294766994	2343.76412311778	1504.63837613496	940.337452980272	1	706.647624828317	1844.09422286488	842.919994336292	2569.73787238951	1542.47290963364	1	1457.99521661439	1	1	1341.58449724237	873.557877957987	918.898909188532	842.051674342125	2978.19011085517	1137.36363636364	1100.64656076751	252.065022637272	868.381508568743	1227.42595966227	442.861028624124	1446.8556068314	1310.67497938412	1399.89902979945	396.256916996047	1	1	963.609201732819	739.270220864535	1223.90983342943	1719.21305841924	1
ATF6B	1	351.519440384199	445.106849370909	1	2377.98641036753	841.8657236824	1	1	554.84513977687	1	661.060469180686	1071.54266423245	1	1	1	394.133215345273	652.776311200032	487.870505625347	1	1	1	1	1	2497.26157745503	677.958591498831	1	893.269441950633	924.198550674776	965.729160489583	180.566035375454	1	1	5510.83094242844	331.407611976091	469.199954871002	559.015401515866	1	1
ATF7	1	1	481.050853288983	1	1	1	1	1	1	1	1	1	1	1	1	1	1	427.090947938914	550.495765313746	1	250.237165298737	1	1	1	1	1	1	1	1627.07968991057	1	1	1	1	335.357441734029	1	191.57550783492	1719.21305841924	1
ATF7IP	1934.92657829691	1875.71067441666	1850.13773117743	3683.301422726	5428.61055653514	1468.06356431292	9874.91150216866	1812.57612898705	2679.79470862849	1969.24016595294	3615.18345931054	3583.80529360439	3602.11409577352	2560.44972154721	3407.96829267928	6341.98071779005	3742.38068728143	1929.0789764337	4190.31196203898	2085.25495223575	1908.3455585709	1705.54545454545	4164.37536461563	505.870469117762	1240.42211764985	1320.86718997746	2241.151236058	5274.49904801388	676.873015302717	2464.43969742615	2372.54150197628	1508.19948086569	1	1804.04285866664	1284.6603648164	3729.29678208825	1719.21305841924	1
ATF7IP2	1235.91523627892	1	1	1	2813.51521013874	828.014130513836	1	1	1334.95333997317	416.446880660541	1105.1963003263	1	1	1	1	1	1	691.414273602803	515.162659794125	1	1	1	1062.34745838772	1	921.321136752592	1	909.018163221892	1	453.761261920911	1	1	1	1	1	1	1	1	1
ATG10	1	1	1	1	1378.21555289327	1	1	1	1	518.391923461468	586.60138242457	1	1	1	1	1	1	214.057007181513	1	1	1	1613.90322580645	1	1	1	1	1	1	200.714788092565	1	1	1	1	1	1	1	1	1
ATG10.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATG101	1	508.248658464653	246.346106272583	1	1	511.413502032057	1	1	917.550309230721	1	489.965416465853	1	1	1	1	1	951.691897384408	492.920739769266	1089.78900534703	1	1	1	1	450.773575977362	546.87647417849	406.914781789971	1	1	493.570465253236	383.036375970365	826.082508250825	1678.13097086004	1	358.88233257338	814.302028673821	793.16663970025	1	1
ATG12	1	1007.97559211704	689.653963491405	1	1487.43988879867	750.073709445259	3034.80611077087	1013.88593850168	1009.23270286548	1	1009.94451900342	1	1	439.084700545088	3048.05714548659	1055.02674319703	859.374121304954	306.01193310494	1816.54118070032	181.859251205124	1	1	1	5971.59825063772	454.559344371109	490.923280615737	770.508169427446	654.575908090934	692.212878880366	1	5556.55555555556	895.454382826476	3426.82053930168	752.65021837881	651.902734321131	1603.47925861596	1	1
ATG13	1	819.347327835502	1	1	450.754949417228	442.071671979775	1	1	1	1	1	1	1	775.136332601546	1	1	1	424.989816520002	524.291943941804	1	1891.58155301689	1	1	306.992379835907	495.299845778698	178.733414946499	483.470218462174	1	463.603898049627	781.397947443595	826.082508250825	325.254215304799	1	881.877015793058	883.119880501892	605.266486386985	1467.27565982405	1
ATG14	1	1740.77131969679	382.962581072538	1	1	1	1	1	1	443.665538716266	1144.83243390169	760.315912311296	1	525.377896644376	1	1	998.593776136683	329.432489725435	816.961561502541	1	1069.28742604679	1	1	1	353.214351409921	325.546514616864	824.384815839341	1	153.314794232966	205.208965100268	4126.41254125413	1169.22429906542	1	676.007541267183	1677.90977367302	613.842851786007	1	1
ATG16L1	1	457.00417034801	387.682141601528	1	1	1	2462.23387353959	1	1	1	1	1	1	1	1	1	457.156984895144	237.590121356109	2334.57291972914	1	1	1613.90322580645	1	825.360666716174	205.766380062397	1	1	2055.03742269242	522.112724369963	263.215876234205	1	1	1	757.014868482503	560.761977253494	786.510028985667	1	1
ATG16L2	1	1	1	1637.18327175771	1	1	1	1	1	1	1	715.563196194514	1	1	1	1	1	1	1	1	499.5771972614	1	1	3212.04079052975	1	1	806.731574605614	1199.73595130374	210.782174346596	1	396.256916996047	1	1	466.737758193632	1	401.062515930649	1	1
ATG2A	1	535.578776340938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	776.063962122311	1	549.310335048623	1	1	1	1	1	262.432025358173	1	369.206878699463	995.971735927268	36.318044579965	180.566035375454	396.256916996047	1	1	184.179189236771	618.373980836311	461.790771521993	1	1
ATG2B	1	1	1	1	425.697111085335	633.136468904726	1	1	1	1	1	1	1	1	1	1	977.447471293272	338.645795785907	479.168655140692	273.666639174692	1	1613.90322580645	1	1	459.60410466368	1	869.847399661725	690.497438616318	170.588716896852	210.771458959492	1	1	1	380.946030992006	396.605779975445	541.21299889608	1	1
ATG3	1025.01608040697	819.380848222191	1286.85165717754	2071.22516786553	1363.73849420294	983.264844041633	1	1468.55604948356	3157.49022263309	3613.42432513511	5521.87460627277	689.961605398275	3421.39558770588	883.723787726133	1	1226.97953178746	1049.85387890947	909.253290691052	1901.03262598402	771.279257397003	3642.8022712501	569.181818181818	1	252.065022637272	707.753951087717	927.914934953519	1	1	1651.11247034085	409.417930200537	2372.54150197628	1213.92397548674	1	837.036422206609	669.834031695365	889.37091395531	1	1
ATG4A	1	464.28848324952	1	1	3325.31340353548	339.687874144377	1	1	1	1	1	1	1	1	1	1	1	489.26775609616	1	1	1	1	1	1	550.886415384938	212.890607774057	1	1	1	995.236032923275	1	1	1	98.9856921062401	321.823468152279	745.536797718023	1467.27565982405	1
ATG4B	1	727.562458521806	594.936815582692	1	1	744.945628655503	1	340.660027941904	369.187067523775	1	1	1469.58268829172	1	610.143442853326	728.428550205113	1	1204.66561745918	562.590206360859	1	740.866657055979	302.398503817365	1	1530.20281202759	1	556.488210796571	773.542804353594	1073.80384898695	937.314161019055	1	543.793146550515	1186.77075098814	649.508430609598	1	272.842574776612	485.286512971045	176.789926162462	1719.21305841924	1
ATG4C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	558.652349094209	1	1	1	1	1	1	1	1	1
ATG4D	1	1	488.303973806733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	221.055993308846	1	718.680809002254	1	1	1	1	1	602.858850839224	1	1048.09327681558	1	1	1	325.254215304799	1	150.078125533024	1	242.256895440261	1	1
ATG5	1	473.931977124633	469.169586438916	1	1	543.882210472629	1	792.913162360408	855.047032625214	1	486.38999255837	1	1	753.971242391697	1	600.027362086779	1	502.833610211129	867.312632521461	1	248.314035473229	1	1	1	475.06240395149	564.679880371301	358.420639424531	1214.21468969578	381.547040742196	119.248183926875	396.256916996047	448.227191413238	1	513.868924865061	701.803024577106	1038.32670773639	1467.27565982405	1
ATG7	1	283.786056930473	1	1794.11831737844	1	375.264623092249	1	1	711.276882557738	275.024338148863	1	1	1	1	1	1	1	277.437970144306	1	244.412870846873	434.719798176208	1	1	1	234.967735801898	697.881989781495	592.220877802319	1	632.478525130549	119.248183926875	1	1	1	101.629838253003	214.276853910707	465.174101216918	1	1
ATG9A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	826.082508250825	1	1	1	1	1	1	1
ATG9B	1	3979.42441685637	1	1	1	1461.1375159806	1	1	1	1	1	1	1	1	1	1	1	633.777636839466	1	1	1	1	925.838031430021	1	1204.51749420161	337.01022896212	1768.02789159796	1	1	1	1651.16501650165	1	1	1	2170.79906744267	1	1	1
ATIC	1	1	292.658212979233	1	2060.40755405389	287.270719914573	1	1	1	1	1	1	1	735.252113956528	1	1582.96860419406	483.742729025685	470.082912624286	1175.59090994242	602.656609026552	1	1613.90322580645	1	1	544.236256808971	196.792496550177	1	1	516.408278905599	1	1	1	1	818.008384543247	1	442.594937230696	1	1
ATL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	167.868400308398	1	574.657871678569	1	1	1	1	269.983824000684	1	1	1	1	1	1	1	1	1	1	1	1	1
ATL2	1	504.622656818414	621.372716144562	1	1	1	1	1	1	1	1	1	1	1	1	1	744.342939100814	351.996935728193	1	1274.58086894774	1	921.810313075506	1	1	221.988111253379	326.364999163108	1	1	196.664773008643	409.417930200537	5556.55555555556	1	1	802.22007518468	455.101453611453	1	1467.27565982405	1
ATL3	1	628.788997598102	747.645846963507	1	1950.46710183802	304.33165912066	1	1284.21586100761	1	602.631653834591	870.847072955861	1018.42070154588	1	873.324622012161	1	1	1238.49149166615	467.327915753907	630.453266816738	2858.4307070227	250.237165298737	1613.90322580645	1	1	444.419671806982	1144.94368813986	1	814.707419956474	6422.57852049291	390.337494334946	791.513833992095	613.745098039216	1	351.795478659944	475.032457714141	968.648969273608	1	1
ATM	1	1	831.880097396016	1822.53808302605	9322.6809473853	742.964247311712	5005.41001512208	852.967634687501	1	1608.83674625998	577.066427348458	1595.22638549795	1	1343.55251122924	4303.00331085453	1	2258.20467500236	295.666986837818	2307.16813473703	665.793188582868	1	1	1881.9875889593	1	463.987783870406	359.36983899251	735.474966665842	2990.50013616075	678.876665078195	438.358803400177	1	2043.99955893674	1	556.028996258024	1	2763.49332988572	1719.21305841924	16667.6666666667
ATMIN	1	690.900176868475	1130.35632931976	1	1	1	1	483.396358791313	1	1	1	559.581749095575	1	612.839868330856	1	640.45806080484	627.009835770958	240.097358439028	938.470284249593	555.967348725599	1	1	1	1	272.192266797241	1341.32275934252	1	717.572952911843	90.7885762086135	563.58076325631	1651.16501650165	1	1	1008.18809299481	1163.26620009168	567.639708256969	1	1
ATN1	1	417.571098552647	734.144780808348	1	1	716.643931512174	1	689.892316700035	1	1	1	1290.75093108879	1	857.493551328759	1756.01173064893	1858.24146285987	1252.56164234678	485.11070554922	530.265344030892	395.614446783552	433.190971118515	3226.8064516129	914.019786261723	1	736.618064967341	638.293888734411	1245.69905161637	1163.19527591997	251.669330483427	612.387263784273	1	448.227191413238	1	315.062646876143	389.345024951926	554.00892104227	1467.27565982405	1
ATOH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATOH7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATOH8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATOX1	1	802.353158877335	903.761825303001	1593.82491080834	1	409.989808942656	1	1176.42570833653	1037.50651429152	1204.90446787543	2545.9731783473	446.807865211647	1	1187.95281004024	2285.35546866374	484.196251133801	486.360114707377	491.828379808986	1	250.651829904701	2664.35672533848	1	1	551.938264835078	711.623419204846	1194.89218511088	1	1	555.008878083924	865.903289273256	1	448.227191413238	1	428.026975267917	255.662678463391	376.840774884857	1719.21305841924	1
ATP10A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1241.01119362375	1	1	1	1	1	1	1	2697.49777665427	1	1	1	1	1	1	771.789125406745	1	1
ATP10B	1	3513.6145262799	1131.9293501311	1	1	1	1	1493.33454352845	1	1	1	2678.62868577483	1	956.965777384772	2725.13859466418	1857.43358469459	1	1	1	1	1	1613.90322580645	1	1	318.749843814805	1645.19076374216	1195.40264201678	1	1	959.32602271602	396.256916996047	1	1	2429.66363774471	2318.87596200347	1	1467.27565982405	1
ATP10D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1302.8585888288	2428.59381811646	1	1	1	1	1	1	1	1078.11433789225	424.541004866171	995.236032923275	1	325.254215304799	1	538.666538457103	216.660259514677	427.277377698043	1	1
ATP11A	1	781.272794641425	1	1	1	1	1	1	941.187110908131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1008.24826528635	1	1	448.227191413238	1	367.362579094082	741.657791780313	1	1	1
ATP11A.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP11AUN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP11B	1	813.122022121285	814.865995151482	1	670.996755461592	808.7020324702	4283.46645100156	1238.35544840952	730.298442031639	344.772030459899	1132.35262985197	863.011959416705	1	1036.35245923774	1	989.262872684764	1057.21077004644	608.581235796866	3443.13358254314	996.814311262577	2859.03706707405	1842.62062615101	1	1	459.633668365224	827.515152227017	654.365345732665	1894.721527563	1206.99205640269	1	826.082508250825	2540.19122493174	1	1581.67257834977	744.656808184536	1474.63498437758	1	1
ATP11C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.5440249342709	427.21822740056	396.256916996047	1	1	1	180.032382941648	1	1	1
ATP12A	1	640.525349657479	1	1	1	1	1	1	1	1	1	1	1	641.058917499068	1	1	1	387.731171879987	1	1	1	1	1	1	1628.8934784806	1	2169.29910886982	1	1	1	1	1	1	1168.0842044161	865.533858952644	1	1	1
ATP13A1	1	1	1	1	1	478.361157662754	1	1	1	166.964604387587	1	628.829328497464	1	1	1	1	1	391.933504594127	1	1	821.11967202888	921.810313075506	1	253.344527460711	647.288999444052	1	1014.19825330573	1	59.4638962067017	1	1	582.395348837208	1	314.238619036124	321.591751860548	345.292975066795	1	1
ATP13A2	1	284.638628356028	434.334252051789	1	1	1	1	528.325584833952	1	1	1	1057.81508538392	1	659.970354572309	1	1	1	1	1	1546.56264926124	247.490261537766	1	1	7675.98243110089	1	566.45957868894	1	1	793.911989314054	1	826.082508250825	1169.22429906542	1	843.810932499651	659.50667071867	1	1	1
ATP13A3	1722.18739822637	992.101082734979	1143.64201966695	9349.66384481142	2191.10656324652	1143.66834833785	2567.435977656	1388.50280620994	6644.01719223572	3300.65885627422	3005.47914273712	677.263470142529	1	1835.74092927791	2916.3339509293	1997.66498684972	2138.79391381996	947.456477883203	1530.64686135907	1087.34178274647	2551.8666124621	921.810313075506	1152.57753399559	236.25505204119	659.248735911709	616.229000115723	775.640452667242	1823.49739931611	2398.43486933156	442.88713204513	791.513833992095	325.254215304799	1	1509.39921250618	1150.7005515468	744.73027016139	1719.21305841924	1
ATP13A4	1	343.901590882288	1	1	1	1	1	1	1	1	1	897.347990947714	1	1	1	1	1	1	1	1	1	569.181818181818	1	1	1	324.116285873743	1	1	1	562.492948835161	826.082508250825	1	1	553.624909828265	485.556844674481	1	4399.82697947214	1
ATP13A4.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP13A5	1	1	705.169601066967	1	1	1	1	1	1	1	1	2169.98212544705	1	1532.92185969422	1835.27871925892	1	1	1	1	794.950436871616	1	1	1	1	1	1392.07669656998	1	1378.55677489061	1	414.809930643801	1	1	1	723.560961084554	1	1	1	1
ATP13A5.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP1A1	6805.08276711769	2950.1656001487	10022.7474260936	6089.58425995789	7531.347772776	6512.9098589249	11032.4911649044	6675.16851262959	5300.7443624701	7120.37084289511	5004.10462551965	5838.31829888395	9260.67433063917	12084.7653935305	5828.60533736672	5352.76238919136	7820.78721128322	7910.78608429146	8349.14922718042	26862.2679544533	4737.4129193102	8065.51612903225	2963.75757949299	4564.68417754174	5771.52391065644	7694.46209106824	2933.98892986498	3885.13280269978	2758.92229830223	11343.5044928375	1582.02766798419	1090.95099937831	1	9351.05834770761	4697.4810835776	6342.54027910827	3437.42611683849	2305.14746543779
ATP1A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP1A3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP1A4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6271.96463992416	1	1	1	1	1
ATP1B1	8364.0887666433	14129.6347998296	22469.3961976608	1	1	6279.60775719714	1	16230.3494723926	1	1008.38205278316	1991.91401541184	10478.4778205521	14170.6016412719	14110.7552793499	20506.4431830883	7508.01557153947	7188.56581835382	6667.82909327696	2801.5693678647	17433.4281575181	1294.89886468771	18201.146627566	3171.59341635643	5848.44055104473	7131.98133631515	20372.5936427065	4441.50464815019	3183.33188749045	953.670570934153	14893.9118311876	10277.6798418972	1	1	15443.1012849387	20131.7540613613	1411.70644497493	11705.4811442095	16667.6666666667
ATP1B2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP1B3	1	1071.60231721176	1765.55292922638	1715.17926256986	1237.45994366616	1	3617.17206717916	1650.36872631666	1418.53219455569	2226.3283723611	3178.20707538163	1252.92064284869	1	2269.3139569232	1719.78956660666	842.682448052743	3472.50439431274	1	1193.86129956058	738.098391352538	2429.99603984505	921.810313075506	1	2034.03591547314	254.733593592614	1693.55830878258	1	1380.65916152591	1415.71356503633	1731.04648183854	1	1	1	1411.21511766657	1967.08033605017	895.971431622043	1719.21305841924	3185.71337579618
ATP1B3.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP1B4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117.675814688665	1	1	1	1	1	1	1	1	1
ATP2A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP2A1.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP2A2	6796.9377031668	4174.09358820748	3361.77128689499	2569.41656026484	7120.07278314943	7002.18945944863	5462.42874395496	3170.03200275101	2058.11954054584	2521.13239143522	4022.0077537622	4282.82703974771	7894.1450885047	3011.06342034507	2814.52650627662	5342.21398622816	4663.54613563007	6491.52207747625	4501.53611580181	5371.00291382482	2016.35943096614	1613.90322580645	3231.94242010851	2367.90819155542	4912.58014944841	3629.43668405243	5692.19786059985	6546.89153494103	2248.14358344196	5063.44946344367	2476.24752475248	3891.60659288245	1	4565.90442605916	4519.99777473135	3725.69932834371	1	6370.42675159236
ATP2A3	1	1	1	1	2785.78959873719	659.915071246566	2737.73356651579	1	1	1	1	474.244737495564	1	1	1	1	1	511.099125598685	2074.92536992467	3068.00512797629	1	1	1037.59218318796	1	829.354403680299	1330.23606186837	1123.30612568314	1	1	1890.30866680877	1	1935.27210439246	1	513.820953728432	356.633058485024	2964.3665102381	1719.21305841924	1
ATP2B1	1553.1769958089	1069.80998779745	1247.82764392869	11458.748066357	9563.38094592878	1367.08729435899	4380.42743756864	2049.71006663049	15457.2750936824	1517.21772281276	3415.60888103792	684.806776478449	1	1340.8668414455	2374.88575565755	3586.2564810503	1535.27917662323	1340.42685034382	2002.43793534627	872.219747065291	2832.0785699318	1	1634.62820605527	289.461796085937	1241.7451976872	1439.90708611655	1363.55865839183	1732.72060715708	434.867488311758	1050.98569870098	396.256916996047	649.508430609598	1	1495.04937329097	1350.29627211439	616.321800682217	1	1
ATP2B1.AS1	1	1	1	3063.45741386696	1	1	1	1	2081.54218973443	1715.56273212434	542.788353925785	1	1	1	1	1	1	1	1	1	184.562894207871	1	1	1	1	316.687809010316	1	1	1	1	1	1	1	825.716795952294	1	1	1	1
ATP2B2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP2B3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP2B4	2691.42266262033	639.371652385892	743.038739789593	1	1	2516.02423615519	6301.22069085396	1248.15429662347	1	174.254771065333	665.230048731285	1269.83895820283	1	684.090586107966	1	1901.98386284769	2111.77824901552	2136.57485511073	5138.4993925683	558.910173155123	1	1	2301.88552043068	989.329749156736	1949.61893368893	633.684416173824	2643.51419066548	1784.07177064658	660.683876958117	1	1	1029.62254025045	1	647.396483877908	395.773897528504	3282.23716611164	1	1
ATP2C1	2011.32170935592	912.986706304425	974.05270720812	2110.33654233788	1237.45994366616	1395.66253055895	1	1712.30348666724	2286.06285184847	952.971077082531	2223.58937728699	1332.01919089097	1	1544.10458304142	3801.78704061716	1572.71167626557	1121.85735844931	1264.42720060801	1176.49759308329	2244.73264030798	1725.26189519157	2534.71353888196	1217.98371163076	196.986378711098	874.139642587991	807.387536523728	1406.9876137003	1268.79631361305	238.91505976156	781.19100982095	396.256916996047	902.621420847524	1	1338.36939747264	579.20284410974	721.425445426706	1719.21305841924	1
ATP2C2	2875.63352344115	1	1	1	1	3942.42595896154	1	1325.07351587693	1	1	1	2947.02220435743	1	2217.44716072221	1	3536.06970416181	1770.57538048205	2840.44247160001	1	1	1	1	5176.62548192979	714.306163220219	2736.70573065078	384.09775857153	6253.67426525666	4645.95164250567	1	765.07275194073	1	1169.22429906542	1	1086.6144509916	1	1	1	1
ATP2C2.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1613.90322580645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP4A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP4B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP5F1A	4759.4139946715	1299.33527226843	3364.78288182854	1043.23436757993	2311.28016685851	3439.84319601849	3265.56655527381	2946.70973764506	1193.02647584643	2697.33141913237	1656.67418156199	1367.56043967677	4296.89959181169	3202.20687910401	2583.46405684606	3031.34296750254	4061.37821555821	4701.22010664744	1707.49760592228	5856.56205153984	1535.64298867886	4839.70967741936	1135.67506236113	4238.20903696276	3760.97593393066	2915.81593542086	1107.93180823596	1579.89645540995	4757.24265894972	3038.71882938627	826.082508250825	3766.72580056295	1	2156.98329410186	965.898416802205	3156.09719715603	1	1
ATP5F1B	4023.14132724469	2843.75474139426	5615.07364303563	3320.39543137939	2118.91772319179	4446.52873862935	5647.55959250399	2953.12064368979	2193.97628145244	1987.7683583758	3985.59223735069	2923.07896079811	6968.02095743621	3933.05457383371	5578.39588519746	4145.50949188519	4978.16715723751	5450.63820232209	5095.97402242486	13633.5793016295	2661.95921665455	2534.71353888196	3755.31362320043	8480.86685515625	4928.11982107372	5166.46915673269	2123.6324042478	1174.11947810657	5115.0216421046	2692.73207555204	4126.41254125413	4616.5154703689	1	3510.30738887245	2481.59317295855	6273.31618290659	4399.82697947214	33334.3333333333
ATP5F1C	1761.60305650629	742.243148885763	1349.79554110371	1	1599.00428148457	800.38253653055	1	1759.79900018836	789.753313280088	1196.98783084648	1779.44016621	584.37060879535	1	1620.07689811985	1626.58910522482	1005.18689109901	1326.4738971626	898.06227666272	929.544467520795	3162.96358335706	1347.27877381861	569.181818181818	1	441.851224760086	1142.87473887046	1278.46606160404	625.203711929113	1	1016.7291007256	884.893251676889	791.513833992095	613.745098039216	1	804.387093815806	690.571808872342	969.833747760911	1	1
ATP5F1D	1	605.108969854182	1543.86213002796	1538.25392469142	1	448.225235609557	1	1130.73715155552	1150.85117919276	1402.77189387013	899.513611935645	819.206241287039	1	1184.4513931939	1435.41219454081	723.795479346252	980.918115588515	424.170596735121	624.924953302427	1400.97580334638	2168.28059835191	1	1	2336.30239311254	349.608751866586	1045.58916699	1	1	1210.69478539641	1185.21424078446	1186.77075098814	1169.22429906542	1	331.325039758574	369.885908482293	975.633140766063	5155.63917525773	1
ATP5F1E	9853.83989259906	4338.34275465364	6837.30006010826	18259.5250157466	14117.4332141426	3827.89315425418	5094.58900885563	9010.73119027838	15547.1119827629	15961.7315017672	15757.9319965893	2809.17794337501	6886.31755446097	4204.90038331663	11961.2042442158	5162.51034196861	2939.82943796005	2797.25640391559	1518.94219401345	5034.0402096839	10384.0633068471	1613.90322580645	3195.29818645131	1774.4864971874	3460.92359286002	3127.31803825816	1632.73032236119	1451.01536442907	1847.16304016965	1618.90854101864	2767.79841897233	13393.1850983208	1	2100.57563171664	1506.98262011147	4007.54652194453	5155.63917525773	6913.44239631336
